,time,strain1,strain2,strain3,strain4,raw_strain_strain2,stress_strain2
833,168672,203,100,97,168,-5.909606934410833e-05,-0.004071719177809064
834,168871,204,100,97,167,-5.909606934410833e-05,-0.004071719177809064
835,169076,201,98,0,163,-7.38694565893083e-05,-0.0050896055590033415
836,169276,198,98,0,165,-7.38694565893083e-05,-0.0050896055590033415
837,169479,200,100,97,164,-5.909606934410833e-05,-0.004071719177809064
838,169682,206,100,97,163,-5.909606934410833e-05,-0.004071719177809064
839,169887,207,98,0,160,-7.38694565893083e-05,-0.0050896055590033415
840,170089,208,98,0,159,-7.38694565893083e-05,-0.0050896055590033415
841,170290,210,101,97,162,-5.170928121046769e-05,-0.003562769475401224
842,170493,211,101,97,161,-5.170928121046769e-05,-0.003562769475401224
843,170696,212,101,97,161,-5.170928121046769e-05,-0.003562769475401224
844,170894,211,99,0,160,-6.648279446982754e-05,-0.004580664538971118
845,171094,213,100,97,157,-5.909606934410833e-05,-0.004071719177809064
846,171297,213,99,0,158,-6.648279446982754e-05,-0.004580664538971118
847,171503,213,98,0,158,-7.38694565893083e-05,-0.0050896055590033415
848,171704,215,98,0,158,-7.38694565893083e-05,-0.0050896055590033415
849,171905,215,101,97,161,-5.170928121046769e-05,-0.003562769475401224
850,172107,216,101,97,162,-5.170928121046769e-05,-0.003562769475401224
851,172308,217,101,97,162,-5.170928121046769e-05,-0.003562769475401224
852,172509,218,101,97,161,-5.170928121046769e-05,-0.003562769475401224
853,172712,218,101,97,161,-5.170928121046769e-05,-0.003562769475401224
854,172916,219,101,97,159,-5.170928121046769e-05,-0.003562769475401224
855,173118,219,98,0,156,-7.38694565893083e-05,-0.0050896055590033415
856,173321,220,101,97,153,-5.170928121046769e-05,-0.003562769475401224
857,173522,221,98,0,158,-7.38694565893083e-05,-0.0050896055590033415
858,173723,222,99,0,153,-6.648279446982754e-05,-0.004580664538971118
859,173929,223,101,97,156,-5.170928121046769e-05,-0.003562769475401224
860,174129,224,101,97,155,-5.170928121046769e-05,-0.003562769475401224
861,174333,224,101,97,155,-5.170928121046769e-05,-0.003562769475401224
862,174534,223,100,29,153,-5.909606934410833e-05,-0.004071719177809064
863,174735,224,101,97,154,-5.170928121046769e-05,-0.003562769475401224
864,174935,224,101,97,150,-5.170928121046769e-05,-0.003562769475401224
865,175134,224,99,23,156,-6.648279446982754e-05,-0.004580664538971118
866,175335,224,101,97,152,-5.170928121046769e-05,-0.003562769475401224
867,175534,223,98,0,151,-7.38694565893083e-05,-0.0050896055590033415
868,175736,225,98,0,151,-7.38694565893083e-05,-0.0050896055590033415
869,175940,226,101,97,151,-5.170928121046769e-05,-0.003562769475401224
870,176143,227,98,0,147,-7.38694565893083e-05,-0.0050896055590033415
871,176344,226,99,0,148,-6.648279446982754e-05,-0.004580664538971118
872,176545,227,98,0,148,-7.38694565893083e-05,-0.0050896055590033415
873,176746,228,101,97,152,-5.170928121046769e-05,-0.003562769475401224
874,176944,228,101,97,152,-5.170928121046769e-05,-0.003562769475401224
875,177147,228,101,97,151,-5.170928121046769e-05,-0.003562769475401224
876,177350,228,101,97,152,-5.170928121046769e-05,-0.003562769475401224
877,177553,228,101,97,149,-5.170928121046769e-05,-0.003562769475401224
878,177755,228,101,97,151,-5.170928121046769e-05,-0.003562769475401224
879,177957,228,101,97,150,-5.170928121046769e-05,-0.003562769475401224
880,178153,228,99,2,149,-6.648279446982754e-05,-0.004580664538971118
881,178357,229,101,97,151,-5.170928121046769e-05,-0.003562769475401224
882,178556,229,101,97,151,-5.170928121046769e-05,-0.003562769475401224
883,178759,229,101,97,150,-5.170928121046769e-05,-0.003562769475401224
884,178958,229,101,97,151,-5.170928121046769e-05,-0.003562769475401224
885,179162,229,101,97,152,-5.170928121046769e-05,-0.003562769475401224
886,179363,228,99,0,148,-6.648279446982754e-05,-0.004580664538971118
887,179562,229,101,97,152,-5.170928121046769e-05,-0.003562769475401224
888,179765,228,98,0,151,-7.38694565893083e-05,-0.0050896055590033415
889,179966,228,101,97,154,-5.170928121046769e-05,-0.003562769475401224
890,180169,228,101,97,154,-5.170928121046769e-05,-0.003562769475401224
891,180370,228,101,97,153,-5.170928121046769e-05,-0.003562769475401224
892,180570,228,101,97,153,-5.170928121046769e-05,-0.003562769475401224
893,180773,228,101,97,149,-5.170928121046769e-05,-0.003562769475401224
894,180974,228,101,97,152,-5.170928121046769e-05,-0.003562769475401224
895,181176,227,99,0,150,-6.648279446982754e-05,-0.004580664538971118
896,181378,227,99,0,154,-6.648279446982754e-05,-0.004580664538971118
897,181578,228,101,97,155,-5.170928121046769e-05,-0.003562769475401224
898,181781,228,101,97,154,-5.170928121046769e-05,-0.003562769475401224
899,181983,228,101,97,154,-5.170928121046769e-05,-0.003562769475401224
900,182184,228,101,97,154,-5.170928121046769e-05,-0.003562769475401224
901,182384,228,101,97,149,-5.170928121046769e-05,-0.003562769475401224
902,182587,227,101,98,153,-5.170928121046769e-05,-0.003562769475401224
903,182786,228,101,98,151,-5.170928121046769e-05,-0.003562769475401224
904,182988,227,99,0,152,-6.648279446982754e-05,-0.004580664538971118
905,183191,229,101,98,153,-5.170928121046769e-05,-0.003562769475401224
906,183392,230,99,0,150,-6.648279446982754e-05,-0.004580664538971118
907,183592,230,101,98,152,-5.170928121046769e-05,-0.003562769475401224
908,183796,231,101,97,149,-5.170928121046769e-05,-0.003562769475401224
909,183992,231,99,0,147,-6.648279446982754e-05,-0.004580664538971118
910,184196,231,99,0,146,-6.648279446982754e-05,-0.004580664538971118
911,184398,232,99,0,146,-6.648279446982754e-05,-0.004580664538971118
912,184600,234,99,0,149,-6.648279446982754e-05,-0.004580664538971118
913,184801,236,101,98,146,-5.170928121046769e-05,-0.003562769475401224
914,185000,237,101,97,145,-5.170928121046769e-05,-0.003562769475401224
915,185204,236,99,0,146,-6.648279446982754e-05,-0.004580664538971118
916,185404,235,101,97,141,-5.170928121046769e-05,-0.003562769475401224
917,185605,235,101,98,144,-5.170928121046769e-05,-0.003562769475401224
918,185807,235,101,97,143,-5.170928121046769e-05,-0.003562769475401224
919,186006,235,101,98,141,-5.170928121046769e-05,-0.003562769475401224
920,186209,234,99,0,145,-6.648279446982754e-05,-0.004580664538971118
921,186413,236,101,98,144,-5.170928121046769e-05,-0.003562769475401224
922,186614,237,99,0,143,-6.648279446982754e-05,-0.004580664538971118
923,186818,239,101,98,143,-5.170928121046769e-05,-0.003562769475401224
924,187018,240,99,0,146,-6.648279446982754e-05,-0.004580664538971118
925,187217,241,100,82,138,-5.909606934410833e-05,-0.004071719177809064
926,187417,242,101,98,143,-5.170928121046769e-05,-0.003562769475401224
927,187619,241,101,98,142,-5.170928121046769e-05,-0.003562769475401224
928,187819,239,99,0,147,-6.648279446982754e-05,-0.004580664538971118
929,188020,239,101,98,144,-5.170928121046769e-05,-0.003562769475401224
930,188221,238,101,98,144,-5.170928121046769e-05,-0.003562769475401224
931,188422,237,101,98,141,-5.170928121046769e-05,-0.003562769475401224
932,188625,237,101,98,141,-5.170928121046769e-05,-0.003562769475401224
933,188827,237,101,98,143,-5.170928121046769e-05,-0.003562769475401224
934,189029,237,99,0,140,-6.648279446982754e-05,-0.004580664538971118
935,189230,238,101,98,139,-5.170928121046769e-05,-0.003562769475401224
936,189429,238,99,0,145,-6.648279446982754e-05,-0.004580664538971118
937,189631,240,101,98,143,-5.170928121046769e-05,-0.003562769475401224
938,189834,241,101,98,142,-5.170928121046769e-05,-0.003562769475401224
939,190035,242,101,98,141,-5.170928121046769e-05,-0.003562769475401224
940,190238,242,101,98,140,-5.170928121046769e-05,-0.003562769475401224
941,190440,242,101,90,136,-5.170928121046769e-05,-0.003562769475401224
942,190643,242,99,21,138,-6.648279446982754e-05,-0.004580664538971118
943,190844,243,99,0,141,-6.648279446982754e-05,-0.004580664538971118
944,191049,243,99,0,139,-6.648279446982754e-05,-0.004580664538971118
945,191250,244,101,98,141,-5.170928121046769e-05,-0.003562769475401224
946,191450,244,101,98,141,-5.170928121046769e-05,-0.003562769475401224
947,191652,244,101,98,140,-5.170928121046769e-05,-0.003562769475401224
948,191851,244,101,98,137,-5.170928121046769e-05,-0.003562769475401224
949,192051,243,100,0,138,-5.909606934410833e-05,-0.004071719177809064
950,192253,243,99,0,137,-6.648279446982754e-05,-0.004580664538971118
951,192458,243,99,0,136,-6.648279446982754e-05,-0.004580664538971118
952,192660,242,100,0,139,-5.909606934410833e-05,-0.004071719177809064
953,192860,242,101,98,137,-5.170928121046769e-05,-0.003562769475401224
954,193063,241,99,0,135,-6.648279446982754e-05,-0.004580664538971118
955,193265,242,99,0,135,-6.648279446982754e-05,-0.004580664538971118
956,193468,243,101,98,135,-5.170928121046769e-05,-0.003562769475401224
957,193668,242,101,98,136,-5.170928121046769e-05,-0.003562769475401224
958,193868,242,99,0,137,-6.648279446982754e-05,-0.004580664538971118
959,194066,241,101,98,135,-5.170928121046769e-05,-0.003562769475401224
960,194270,239,99,0,139,-6.648279446982754e-05,-0.004580664538971118
961,194471,239,99,0,135,-6.648279446982754e-05,-0.004580664538971118
962,194676,239,101,98,136,-5.170928121046769e-05,-0.003562769475401224
963,194875,239,101,98,136,-5.170928121046769e-05,-0.003562769475401224
964,195077,238,101,98,134,-5.170928121046769e-05,-0.003562769475401224
965,195279,238,101,98,136,-5.170928121046769e-05,-0.003562769475401224
966,195480,237,99,0,136,-6.648279446982754e-05,-0.004580664538971118
967,195681,237,101,98,133,-5.170928121046769e-05,-0.003562769475401224
968,195881,236,99,0,138,-6.648279446982754e-05,-0.004580664538971118
969,196084,237,101,98,135,-5.170928121046769e-05,-0.003562769475401224
970,196286,237,101,98,136,-5.170928121046769e-05,-0.003562769475401224
971,196483,238,101,98,136,-5.170928121046769e-05,-0.003562769475401224
972,196688,238,101,98,135,-5.170928121046769e-05,-0.003562769475401224
973,196889,238,99,0,135,-6.648279446982754e-05,-0.004580664538971118
974,197093,240,101,98,134,-5.170928121046769e-05,-0.003562769475401224
975,197293,242,101,98,137,-5.170928121046769e-05,-0.003562769475401224
976,197494,243,99,0,143,-6.648279446982754e-05,-0.004580664538971118
977,197694,247,101,98,141,-5.170928121046769e-05,-0.003562769475401224
978,197895,248,101,98,136,-5.170928121046769e-05,-0.003562769475401224
979,198096,249,101,98,138,-5.170928121046769e-05,-0.003562769475401224
980,198298,250,101,98,142,-5.170928121046769e-05,-0.003562769475401224
981,198501,249,100,0,141,-5.909606934410833e-05,-0.004071719177809064
982,198703,251,101,98,141,-5.170928121046769e-05,-0.003562769475401224
983,198902,250,101,98,138,-5.170928121046769e-05,-0.003562769475401224
984,199103,250,101,98,139,-5.170928121046769e-05,-0.003562769475401224
985,199303,250,101,98,142,-5.170928121046769e-05,-0.003562769475401224
986,199506,249,101,98,142,-5.170928121046769e-05,-0.003562769475401224
987,199707,249,101,98,142,-5.170928121046769e-05,-0.003562769475401224
988,199910,249,101,98,143,-5.170928121046769e-05,-0.003562769475401224
989,200110,249,101,98,143,-5.170928121046769e-05,-0.003562769475401224
990,200312,248,101,98,142,-5.170928121046769e-05,-0.003562769475401224
991,200518,248,101,98,139,-5.170928121046769e-05,-0.003562769475401224
992,200718,247,99,0,145,-6.648279446982754e-05,-0.004580664538971118
993,200918,248,99,0,140,-6.648279446982754e-05,-0.004580664538971118
994,201123,249,101,98,143,-5.170928121046769e-05,-0.003562769475401224
995,201322,249,101,98,142,-5.170928121046769e-05,-0.003562769475401224
996,201524,248,101,98,141,-5.170928121046769e-05,-0.003562769475401224
997,201725,248,101,98,144,-5.170928121046769e-05,-0.003562769475401224
998,201927,247,99,0,142,-6.648279446982754e-05,-0.004580664538971118
999,202129,249,101,98,140,-5.170928121046769e-05,-0.003562769475401224
1000,202330,250,101,98,146,-5.170928121046769e-05,-0.003562769475401224
1001,202531,251,99,0,144,-6.648279446982754e-05,-0.004580664538971118
1002,202733,253,101,98,148,-5.170928121046769e-05,-0.003562769475401224
1003,202934,254,101,98,149,-5.170928121046769e-05,-0.003562769475401224
1004,203133,254,101,98,150,-5.170928121046769e-05,-0.003562769475401224
1005,203335,255,101,98,151,-5.170928121046769e-05,-0.003562769475401224
1006,203537,254,100,0,152,-5.909606934410833e-05,-0.004071719177809064
1007,203737,254,99,0,152,-6.648279446982754e-05,-0.004580664538971118
1008,203938,253,101,98,152,-5.170928121046769e-05,-0.003562769475401224
1009,204140,252,101,98,151,-5.170928121046769e-05,-0.003562769475401224
1010,204342,251,101,98,152,-5.170928121046769e-05,-0.003562769475401224
1011,204545,250,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1012,204746,251,101,98,153,-5.170928121046769e-05,-0.003562769475401224
1013,204946,251,99,0,150,-6.648279446982754e-05,-0.004580664538971118
1014,205148,252,101,98,153,-5.170928121046769e-05,-0.003562769475401224
1015,205349,252,101,46,153,-5.170928121046769e-05,-0.003562769475401224
1016,205549,252,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1017,205752,252,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1018,205952,253,101,98,154,-5.170928121046769e-05,-0.003562769475401224
1019,206150,253,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1020,206353,253,101,98,150,-5.170928121046769e-05,-0.003562769475401224
1021,206555,252,100,0,152,-5.909606934410833e-05,-0.004071719177809064
1022,206758,253,101,98,152,-5.170928121046769e-05,-0.003562769475401224
1023,206959,252,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1024,207153,252,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1025,207363,250,99,0,152,-6.648279446982754e-05,-0.004580664538971118
1026,207561,250,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1027,207760,250,101,98,154,-5.170928121046769e-05,-0.003562769475401224
1028,207964,250,101,98,151,-5.170928121046769e-05,-0.003562769475401224
1029,208168,248,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1030,208369,248,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1031,208572,246,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1032,208774,246,101,98,156,-5.170928121046769e-05,-0.003562769475401224
1033,208973,245,101,98,156,-5.170928121046769e-05,-0.003562769475401224
1034,209175,244,101,98,156,-5.170928121046769e-05,-0.003562769475401224
1035,209374,244,99,0,157,-6.648279446982754e-05,-0.004580664538971118
1036,209575,244,101,98,154,-5.170928121046769e-05,-0.003562769475401224
1037,209777,244,101,98,158,-5.170928121046769e-05,-0.003562769475401224
1038,209978,244,101,98,157,-5.170928121046769e-05,-0.003562769475401224
1039,210173,243,100,0,161,-5.909606934410833e-05,-0.004071719177809064
1040,210379,244,101,98,158,-5.170928121046769e-05,-0.003562769475401224
1041,210583,243,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1042,210785,242,101,98,156,-5.170928121046769e-05,-0.003562769475401224
1043,210983,241,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1044,211186,241,101,98,154,-5.170928121046769e-05,-0.003562769475401224
1045,211387,240,101,98,158,-5.170928121046769e-05,-0.003562769475401224
1046,211588,239,100,0,156,-5.909606934410833e-05,-0.004071719177809064
1047,211789,239,100,0,160,-5.909606934410833e-05,-0.004071719177809064
1048,211986,239,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1049,212191,239,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1050,212392,238,101,98,157,-5.170928121046769e-05,-0.003562769475401224
1051,212594,237,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1052,212798,237,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1053,212998,237,102,98,159,-4.432243006856901e-05,-0.003053815431724405
1054,213201,236,100,0,159,-5.909606934410833e-05,-0.004071719177809064
1055,213405,236,99,0,160,-6.648279446982754e-05,-0.004580664538971118
1056,213606,237,101,98,156,-5.170928121046769e-05,-0.003562769475401224
1057,213805,237,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1058,214010,237,101,98,160,-5.170928121046769e-05,-0.003562769475401224
1059,214211,236,99,0,161,-6.648279446982754e-05,-0.004580664538971118
1060,214411,236,101,98,155,-5.170928121046769e-05,-0.003562769475401224
1061,214611,235,101,98,159,-5.170928121046769e-05,-0.003562769475401224
1062,214814,234,99,0,158,-6.648279446982754e-05,-0.004580664538971118
1063,215014,233,100,0,160,-5.909606934410833e-05,-0.004071719177809064
1064,215216,233,101,98,158,-5.170928121046769e-05,-0.003562769475401224
1065,215418,232,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1066,215621,233,101,98,158,-5.170928121046769e-05,-0.003562769475401224
1067,215822,231,99,0,160,-6.648279446982754e-05,-0.004580664538971118
1068,216025,231,102,98,153,-4.432243006856901e-05,-0.003053815431724405
1069,216225,230,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1070,216426,230,101,98,156,-5.170928121046769e-05,-0.003562769475401224
1071,216632,229,100,0,156,-5.909606934410833e-05,-0.004071719177809064
1072,216833,229,102,98,153,-4.432243006856901e-05,-0.003053815431724405
1073,217029,229,102,98,157,-4.432243006856901e-05,-0.003053815431724405
1074,217234,228,102,98,157,-4.432243006856901e-05,-0.003053815431724405
1075,217434,228,102,98,157,-4.432243006856901e-05,-0.003053815431724405
1076,217634,227,102,98,151,-4.432243006856901e-05,-0.003053815431724405
1077,217838,227,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1078,218040,227,102,98,155,-4.432243006856901e-05,-0.003053815431724405
1079,218242,226,100,0,157,-5.909606934410833e-05,-0.004071719177809064
1080,218442,227,102,98,156,-4.432243006856901e-05,-0.003053815431724405
1081,218642,227,102,98,157,-4.432243006856901e-05,-0.003053815431724405
1082,218842,227,102,98,156,-4.432243006856901e-05,-0.003053815431724405
1083,219045,227,102,98,154,-4.432243006856901e-05,-0.003053815431724405
1084,219246,227,102,98,150,-4.432243006856901e-05,-0.003053815431724405
1085,219445,227,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1086,219645,227,102,98,154,-4.432243006856901e-05,-0.003053815431724405
1087,219849,226,100,0,157,-5.909606934410833e-05,-0.004071719177809064
1088,220050,227,102,98,155,-4.432243006856901e-05,-0.003053815431724405
1089,220251,227,102,98,154,-4.432243006856901e-05,-0.003053815431724405
1090,220451,227,102,98,154,-4.432243006856901e-05,-0.003053815431724405
1091,220653,226,102,98,152,-4.432243006856901e-05,-0.003053815431724405
1092,220853,225,100,45,149,-5.909606934410833e-05,-0.004071719177809064
1093,221054,226,102,98,154,-4.432243006856901e-05,-0.003053815431724405
1094,221256,226,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1095,221458,224,100,0,156,-5.909606934410833e-05,-0.004071719177809064
1096,221658,225,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1097,221861,225,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1098,222063,224,102,98,152,-4.432243006856901e-05,-0.003053815431724405
1099,222262,224,102,99,151,-4.432243006856901e-05,-0.003053815431724405
1100,222462,224,102,98,154,-4.432243006856901e-05,-0.003053815431724405
1101,222665,224,100,0,152,-5.909606934410833e-05,-0.004071719177809064
1102,222867,222,100,0,154,-5.909606934410833e-05,-0.004071719177809064
1103,223068,222,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1104,223272,223,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1105,223475,222,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1106,223676,222,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1107,223876,222,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1108,224081,221,99,0,151,-6.648279446982754e-05,-0.004580664538971118
1109,224282,222,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1110,224487,221,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1111,224687,221,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1112,224887,222,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1113,225089,222,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1114,225291,222,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1115,225490,221,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1116,225693,221,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1117,225893,220,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1118,226095,220,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1119,226295,220,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1120,226495,220,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1121,226697,220,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1122,226897,221,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1123,227092,221,102,99,151,-4.432243006856901e-05,-0.003053815431724405
1124,227298,221,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1125,227499,221,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1126,227700,220,102,99,151,-4.432243006856901e-05,-0.003053815431724405
1127,227901,220,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1128,228103,220,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1129,228305,220,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1130,228503,220,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1131,228709,220,102,99,152,-4.432243006856901e-05,-0.003053815431724405
1132,228910,220,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1133,229108,220,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1134,229311,219,102,99,151,-4.432243006856901e-05,-0.003053815431724405
1135,229511,218,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1136,229714,219,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1137,229927,218,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1138,230132,218,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1139,230334,217,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1140,230533,217,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1141,230734,215,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1142,230937,216,102,99,152,-4.432243006856901e-05,-0.003053815431724405
1143,231138,215,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1144,231339,215,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1145,231542,215,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1146,231743,215,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1147,231943,215,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1148,232141,215,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1149,232346,215,101,82,149,-5.170928121046769e-05,-0.003562769475401224
1150,232545,215,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1151,232745,215,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1152,232947,214,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1153,233149,214,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1154,233352,214,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1155,233551,214,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1156,233753,214,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1157,233954,213,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1158,234158,214,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1159,234360,213,100,0,156,-5.909606934410833e-05,-0.004071719177809064
1160,234562,214,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1161,234764,213,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1162,234962,212,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1163,235165,212,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1164,235363,212,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1165,235566,211,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1166,235766,212,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1167,235969,212,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1168,236171,214,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1169,236372,215,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1170,236574,216,102,99,152,-4.432243006856901e-05,-0.003053815431724405
1171,236776,216,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1172,236977,215,100,12,154,-5.909606934410833e-05,-0.004071719177809064
1173,237178,214,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1174,237378,214,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1175,237578,213,99,0,157,-6.648279446982754e-05,-0.004580664538971118
1176,237780,215,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1177,237982,215,102,99,156,-4.432243006856901e-05,-0.003053815431724405
1178,238185,216,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1179,238387,215,99,0,158,-6.648279446982754e-05,-0.004580664538971118
1180,238589,215,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1181,238791,213,100,0,155,-5.909606934410833e-05,-0.004071719177809064
1182,238994,213,99,0,157,-6.648279446982754e-05,-0.004580664538971118
1183,239194,213,99,0,158,-6.648279446982754e-05,-0.004580664538971118
1184,239394,213,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1185,239593,213,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1186,239798,213,102,99,156,-4.432243006856901e-05,-0.003053815431724405
1187,239997,214,102,99,154,-4.432243006856901e-05,-0.003053815431724405
1188,240201,213,100,0,153,-5.909606934410833e-05,-0.004071719177809064
1189,240402,214,99,0,152,-6.648279446982754e-05,-0.004580664538971118
1190,240602,214,99,0,157,-6.648279446982754e-05,-0.004580664538971118
1191,240805,215,99,0,158,-6.648279446982754e-05,-0.004580664538971118
1192,241007,215,101,76,153,-5.170928121046769e-05,-0.003562769475401224
1193,241209,215,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1194,241409,214,102,99,153,-4.432243006856901e-05,-0.003053815431724405
1195,241610,214,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1196,241810,212,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1197,242012,213,102,99,155,-4.432243006856901e-05,-0.003053815431724405
1198,242213,212,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1199,242412,211,99,0,159,-6.648279446982754e-05,-0.004580664538971118
1200,242618,212,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1201,242819,212,100,9,155,-5.909606934410833e-05,-0.004071719177809064
1202,243017,212,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1203,243220,211,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1204,243424,212,102,100,156,-4.432243006856901e-05,-0.003053815431724405
1205,243624,211,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1206,243826,212,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1207,244027,212,99,0,158,-6.648279446982754e-05,-0.004580664538971118
1208,244228,212,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1209,244428,212,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1210,244631,213,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1211,244832,213,102,100,157,-4.432243006856901e-05,-0.003053815431724405
1212,245031,213,102,100,156,-4.432243006856901e-05,-0.003053815431724405
1213,245234,213,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1214,245435,211,100,0,156,-5.909606934410833e-05,-0.004071719177809064
1215,245637,212,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1216,245837,211,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1217,246039,211,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1218,246241,210,102,100,156,-4.432243006856901e-05,-0.003053815431724405
1219,246439,210,102,100,156,-4.432243006856901e-05,-0.003053815431724405
1220,246642,210,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1221,246843,210,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1222,247044,209,99,0,157,-6.648279446982754e-05,-0.004580664538971118
1223,247245,209,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1224,247447,209,102,100,155,-4.432243006856901e-05,-0.003053815431724405
