time,ax,ay,az,aT
94.182,-0.2479,-0.1127,-0.7211,0.771
94.182,0.7981,0.3783,1.1403,1.442
94.183,0.3301,0.4109,0.7333,0.903
94.183,0.0276,-0.3753,-0.9498,1.022
94.183,-0.9256,-1.0143,-0.8433,1.611
94.184,-0.4464,0.0242,-0.0472,0.45
94.194,-0.2502,0.2018,-0.4638,0.564
94.203,0.4469,0.3003,1.4168,1.516
94.222,-0.1134,-0.163,-1.7328,1.744
94.225,-0.8151,-0.8467,-0.4842,1.271
94.28,-0.7142,-0.285,-0.9953,1.258
94.282,0.1901,0.8304,-0.131,0.862
94.284,-0.0035,0.2283,0.4101,0.469
94.286,-0.1895,-0.5428,-0.5452,0.792
94.288,-0.698,-0.6924,0.1288,0.992
94.289,-0.067,0.2677,-0.0699,0.285
94.3,0.7267,0.5539,0.0702,0.916
94.303,0.1979,-0.1112,0.6879,0.724
94.321,-0.169,-0.4561,0.4521,0.664
94.324,-0.2571,-0.6058,-0.4254,0.784
94.389,-0.2485,0.1396,-0.2985,0.413
94.391,-0.2168,0.642,-0.9389,1.158
94.393,1.2349,0.4132,0.02,1.302
94.394,0.1247,-0.3028,1.1428,1.189
94.395,0.1793,-0.0516,-1.7171,1.727
94.398,-0.5803,-0.3412,-0.7211,0.986
94.399,-0.4659,0.2188,-0.5953,0.787
94.404,0.1879,0.3543,0.1002,0.413
94.422,-0.079,-0.467,1.0914,1.19
94.424,-0.1129,-0.3594,-1.9553,1.991
94.475,-0.6463,-0.3618,-0.2745,0.79
94.476,-0.3099,0.3307,-0.3822,0.593
94.476,0.0706,-0.0117,0.0967,0.12
94.477,-0.2818,-0.7643,-0.5222,0.968
94.477,-0.5602,-0.7594,-1.286,1.595
94.484,-0.3709,-0.1004,-0.7915,0.88
94.498,0.4147,0.814,-0.0971,0.919
94.504,0.48,0.7416,-0.6131,1.075
94.52,0.1972,0.3021,0.353,0.505
94.524,0.1696,-0.1319,0.5948,0.632
94.59,0.2708,0.456,0.681,0.863
94.592,0.5209,1.0798,0.0202,1.199
94.594,0.8116,0.6844,0.614,1.226
94.595,1.1833,0.2883,-0.5963,1.356
94.596,0.549,-0.1868,1.0209,1.174
94.597,0.0289,0.6686,-1.456,1.602
94.608,-0.4079,0.3801,-0.7988,0.974
94.611,-0.4001,0.5857,-0.2541,0.753
94.624,-0.7667,-0.6169,-0.5197,1.113
94.673,-0.185,-1.1875,0.9563,1.536
94.674,0.1606,0.2029,-1.6019,1.623
94.674,0.1598,0.6608,0.5888,0.899
94.675,-0.08,0.4977,-0.4694,0.689
94.675,0.2964,-0.3144,0.6439,0.775
94.676,-0.0825,-0.4245,0.1256,0.45
94.684,0.1983,0.3941,-0.2515,0.508
94.703,0.5652,0.7607,-0.0767,0.951
94.704,0.5132,0.4547,0.4357,0.812
94.751,-0.0265,-0.1992,-0.0539,0.208
94.753,-0.1408,-0.2718,-0.5626,0.641
94.754,0.3914,0.3182,0.0323,0.505
94.755,0.0078,0.754,0.2215,0.786
94.757,0.3102,0.6258,-0.4285,0.819
94.765,-0.3629,-0.7595,-0.5253,0.992
94.774,0.3183,-0.3352,-0.4403,0.638
94.791,1.0457,0.4424,1.2811,1.712
94.872,-0.2892,0.4747,0.6323,0.842
94.874,-0.2028,0.1925,-0.2607,0.382
94.875,-0.0655,-0.1949,-0.0595,0.214
94.877,-0.3098,-0.7242,0.1631,0.804
94.879,0.2949,-0.7547,1.5949,1.789
94.88,0.3981,0.6476,-1.125,1.358
94.881,0.2918,0.3498,0.7856,0.908
94.883,-0.5998,-0.9309,-0.554,1.238
94.884,-0.5026,-0.6505,-0.3338,0.887
94.885,-0.1694,-0.1716,-0.4499,0.51
94.902,-0.0079,0.3574,0.1366,0.383
94.904,0.2282,0.2899,0.7291,0.817
94.962,-0.3325,-0.3997,-0.0478,0.522
94.964,-0.3823,-0.7409,-0.5231,0.984
94.965,-0.0975,-0.0393,-0.407,0.42
94.968,0.4765,0.3452,0.1771,0.614
94.97,0.193,-0.2474,1.4496,1.483
94.971,-0.5052,-0.5964,-2.1237,2.263
94.975,-1.1705,-1.2092,-1.1457,2.036
94.984,-0.3722,-0.0102,-0.6778,0.773
95.007,0.5218,0.2118,0.3876,0.684
95.01,-0.2709,-0.1449,-0.126,0.332
95.061,-0.4842,-0.6126,-0.7438,1.078
95.064,-0.6393,-0.7851,-0.7067,1.235
95.069,-0.2668,-0.2756,0.1851,0.426
95.071,0.212,0.1995,1.2493,1.283
95.073,-0.4329,-0.4246,-0.441,0.75
95.075,-0.6587,-0.9306,0.4748,1.235
95.078,-0.6623,-0.5202,-0.6505,1.064
95.085,-0.0531,0.8658,-0.3978,0.954
95.107,0.4432,0.7815,0.6282,1.096
95.111,-0.2682,0.1568,-0.0505,0.315
95.127,-0.6617,-0.7682,0.3697,1.079
95.127,-0.2955,-0.5321,-0.1893,0.637
95.18,0.3129,0.301,0.0933,0.444
95.18,0.4398,0.8931,0.5782,1.151
95.181,0.2216,0.2529,0.5974,0.685
95.181,-0.0871,-0.936,1.3743,1.665
95.181,-0.4376,-0.7555,-1.3731,1.627
95.184,-0.5125,0.1615,-1.0989,1.223
95.199,-0.0675,0.595,-0.4225,0.733
95.203,0.4258,-0.031,0.868,0.967
95.227,-0.1697,-0.6235,0.9315,1.134
95.23,-0.1232,-0.3847,-0.9492,1.032
95.278,-0.1373,0.2141,-0.8462,0.884
95.281,0.4928,0.9694,-0.1219,1.094
95.282,0.9871,0.6655,0.3019,1.228
95.283,0.435,-0.0178,1.7779,1.83
95.284,-0.3871,-0.0252,-1.4041,1.457
95.286,-0.5664,0.319,-0.7481,0.991
95.294,0.1623,0.6164,-0.7708,1
95.304,0.4382,0.0107,0.2084,0.485
95.325,-0.6324,-0.4225,-0.5458,0.936
95.328,-0.6813,-0.6306,-1.0569,1.407
95.393,-0.0511,-0.0457,-0.5003,0.505
95.4,0.1125,0.6762,-0.1195,0.696
95.402,0.0797,0.3399,0.752,0.829
95.404,0.2172,-0.4102,-0.4595,0.653
95.405,0.7536,-0.1102,1.4954,1.678
95.406,-0.0634,0.3889,-0.4799,0.621
95.407,0.073,0.7684,-0.3099,0.832
95.408,0.3885,0.6869,-0.0034,0.789
95.415,-0.1558,-0.0534,0.8297,0.846
95.424,-0.118,0.0844,1.1577,1.167
95.438,-0.1414,0.1146,-0.4488,0.484
95.443,-0.0974,0.3992,-0.4044,0.577
95.492,0.2527,0.5792,-0.0872,0.638
95.492,0.9358,-0.0198,0.2995,0.983
95.492,-0.2075,-0.299,0.2923,0.467
95.493,0.2988,0.8956,-0.2213,0.97
95.494,0.1352,0.8789,0.6862,1.123
95.503,0.7922,0.6178,-0.2152,1.027
95.528,0.3886,-0.0192,0.6874,0.79
95.531,0.1603,-0.0292,-0.8604,0.876
95.58,0.445,0.2603,-0.9023,1.039
95.582,0.6526,0.4669,0.7102,1.072
95.584,0.3169,0.4046,0.0159,0.514
95.586,-0.681,-0.8634,0.0267,1.1
95.588,-0.1744,-0.5317,-1.0088,1.154
95.589,0.1187,-0.4107,-0.3779,0.571
95.6,0.1136,0.6032,0.5295,0.811
95.605,0.1816,0.3356,0.7665,0.856
95.623,-0.2836,-0.5504,-0.4115,0.743
95.623,0.1349,-0.4221,1.0765,1.164
95.678,0.5278,0.3501,0.1009,0.641
95.678,0.182,0.5012,-0.6509,0.841
95.679,-0.1062,-0.1588,0.1655,0.253
95.679,0.287,-0.1848,-0.5839,0.676
95.68,-0.1242,-0.5847,0.15,0.616
95.687,0.5374,0.475,1.6451,1.795
95.695,0.5979,0.9234,-1.2855,1.692
95.712,-0.376,-0.5068,0.4312,0.764
95.717,-0.3538,-0.6639,-0.1793,0.773
95.725,0.1645,0.0246,0.0146,0.167
95.77,0.1958,0.1306,-0.5888,0.634
95.773,-0.4802,0.1361,0.4982,0.705
95.776,0.3288,0.5663,-0.4152,0.775
95.779,-0.2895,-0.6801,0.3522,0.819
95.782,-0.5175,-0.836,-0.5828,1.143
95.785,-0.0066,-0.1371,-0.7061,0.719
95.798,0.2283,-0.3735,0.2156,0.488
95.817,-0.2704,-0.383,0.0276,0.47
95.82,-0.737,-0.9577,0.1736,1.221
95.824,-0.6003,-0.4476,-0.5759,0.945
95.89,1.0257,-0.2415,0.851,1.354
95.892,0.2794,0.0949,0.4486,0.537
95.893,0.3148,0.3542,-0.4756,0.671
95.894,-0.4623,-0.7469,-0.2482,0.913
95.895,-0.7104,-0.4011,-0.5164,0.966
95.898,-0.2295,0.6807,-0.8995,1.151
95.899,0.6158,0.6951,1.3176,1.612
95.904,-0.2875,-0.316,-0.3488,0.552
95.924,-0.7094,-0.741,-0.0268,1.026
95.926,-0.0299,-0.1259,-1.0718,1.08
95.975,0.3177,0.462,0.2234,0.604
95.978,0.0388,0.1234,-0.3392,0.363
95.979,-0.5701,-0.2592,-0.2243,0.665
95.981,-0.3339,-0.7893,-0.3296,0.918
95.983,-0.6163,-0.7976,-0.1764,1.023
95.984,0.5605,0.5625,-0.6672,1.037
95.994,0.1741,0.5704,0.2893,0.663
96.011,0.8177,0.3886,0.1337,0.915
96.062,0.0442,-0.0491,0.573,0.577
96.063,0.2322,0.4747,0.093,0.537
96.063,0.3011,0.4789,0.5179,0.767
96.063,0.4779,0.0219,1.9652,2.023
96.064,-0.0707,0.0323,0.409,0.416
96.064,-0.2038,-0.1579,-1.0707,1.101
96.074,-0.8665,-1.0278,-1.261,1.843
96.085,-1.0545,-0.2743,-0.1932,1.107
96.095,-0.5709,0.1924,-0.2135,0.639
96.112,0.0535,-0.3111,1.4386,1.473
96.134,-0.2138,-0.4936,-2.1623,2.228
96.135,-0.8291,-0.7711,-0.0698,1.134
96.136,-0.2654,0.2027,-0.4288,0.544
96.18,0.3314,0.8692,0.8785,1.279
96.181,-0.1472,-0.14,0.1507,0.253
96.181,-0.557,-0.6281,-0.285,0.887
96.182,-0.3903,-0.381,-0.1233,0.559
96.183,0.4351,0.565,-0.0622,0.716
96.194,0.7656,1.1164,0.455,1.428
96.203,0.4112,0.1598,0.8153,0.927
96.231,-0.306,-0.6232,0.2898,0.752
96.234,0.1476,0.3881,-1.185,1.256
96.236,0.3039,0.7868,-0.1831,0.863
96.244,0.1396,0.5219,0.1832,0.57
96.283,0.2705,0.581,0.3592,0.735
96.286,0.3694,-0.4513,1.6796,1.778
96.288,0.0202,0.2085,-0.9684,0.991
96.291,-0.3236,0.3355,-0.9911,1.095
96.295,-0.0902,0.7026,-0.4021,0.815
96.305,0.1039,-0.0772,-0.2225,0.257
96.328,-0.0971,-1.0774,1.0261,1.491
96.332,-0.2183,-0.3405,-1.987,2.028
96.405,-0.5875,-0.2191,-0.5326,0.823
96.407,-0.1747,0.0882,-0.8413,0.864
96.408,-0.4641,-0.5973,-0.5744,0.95
96.409,-0.2361,-0.8304,0.0505,0.865
96.41,-0.4167,-0.6015,-1.2064,1.411
96.411,0.3306,0.4499,-0.6952,0.892
96.412,0.4916,1.0627,-0.038,1.172
96.414,0.4917,1.0616,-0.0379,1.171
96.416,-0.3494,-0.1079,-0.1385,0.391
96.424,0.5291,0.1975,-0.8532,1.023
96.44,0.3132,0.1708,1.0789,1.136
96.444,-0.2172,0.4598,-1.2399,1.34
96.493,0.1442,-0.3777,0.0817,0.412
96.495,0.0172,-0.3023,-0.5145,0.597
96.497,0.5095,-0.5358,1.4619,1.638
96.5,-0.5413,0.0263,-0.1542,0.563
96.501,-0.2294,0.817,-0.3542,0.92
96.505,-0.4675,-0.0893,0.0864,0.484
96.527,-0.7507,-0.7133,0.3294,1.087
96.527,-0.2366,-0.7964,0.5976,1.023
96.58,0.1928,0.0927,-0.7299,0.761
96.581,0.0801,0.076,0.8862,0.893
96.581,0.344,0.248,-0.4019,0.584
96.582,0.2732,-0.1894,0.2997,0.448
96.582,0.175,-0.5238,0.3715,0.666
96.584,0.3804,0.8996,-0.2271,1.003
96.595,0.4002,0.8352,0.5821,1.094
96.605,0.2961,0.0169,0.3917,0.491
96.629,-0.1879,-0.5397,0.3223,0.656
96.632,-0.0822,0.3198,-0.9299,0.987
96.696,0.4373,0.6383,-0.1734,0.793
96.698,0.3974,0.216,1.3541,1.428
96.699,-0.1427,-0.1037,-1.1048,1.119
96.7,-0.3569,-0.5788,-0.4332,0.806
96.702,-0.4328,-0.4472,-0.6272,0.884
96.704,1.1072,0.6958,0.9913,1.641
96.705,-0.1752,0.4493,0.7495,0.891
96.707,-0.3122,-0.362,-0.0239,0.479
96.724,-0.6896,-0.9706,-0.6571,1.36
96.727,-0.2639,-0.2106,-0.6164,0.703
96.777,1.3433,0.5875,1.3696,2.006
96.778,0.6537,0.6448,0.7112,1.161
96.778,0.5623,0.4098,0.0515,0.698
96.779,-0.0273,-0.5309,-0.6728,0.857
96.779,0.1957,-0.3523,0.5925,0.717
96.786,0.2812,0.4564,0.954,1.094
96.794,0.2359,0.5899,0.4667,0.788
96.814,0.0988,-0.5027,0.6367,0.817
96.818,-0.1178,-0.9093,1.0257,1.376
96.865,-0.6511,-0.5232,-0.7341,1.112
96.867,-0.2866,0.1266,-0.1631,0.353
96.868,0.6432,0.0547,0.0176,0.646
96.869,0.3403,-0.1555,1.4098,1.459
96.869,-0.6325,-0.3104,-1.7482,1.885
96.874,-0.6288,-0.3978,-1.6656,1.824
96.885,0.0906,0.5552,-0.1225,0.576
96.894,0.3455,0.6243,0.5167,0.881
96.905,0.8448,0.5447,0.755,1.257
96.916,-0.6553,-0.8848,-0.5606,1.236
96.932,-0.7111,-0.7811,-0.9401,1.414
96.936,0.0913,0.3374,0.342,0.489
96.944,0.8922,0.6065,1.4158,1.78
97.005,-0.4125,-0.5501,-0.6373,0.938
97.007,-0.619,-0.6071,0.245,0.901
97.008,-0.1824,0.0234,-0.2649,0.322
97.01,0.3765,1.1386,0.7167,1.397
97.01,0.369,0.7175,0.7562,1.106
97.011,-0.0966,-0.1626,-0.0051,0.189
97.014,-0.7166,-0.8357,-0.1057,1.106
97.024,-0.1131,-0.0292,-0.2062,0.237
97.054,0.2608,0.5221,-0.0195,0.584
97.055,0.5184,0.704,0.4067,0.964
97.055,-0.4342,-0.4997,0.0692,0.666
97.063,0.2258,-0.4848,0.2236,0.58
97.105,-0.4279,-0.5958,-0.6359,0.971
97.105,-0.3467,0.3089,-0.2469,0.526
97.106,0.3649,0.664,0.2559,0.8
97.106,0.0061,-0.2167,0.955,0.979
97.115,0.4194,-0.643,1.38,1.579
97.123,-0.1045,-0.5004,-0.7257,0.888
97.137,-0.5407,-0.0381,-0.7233,0.904
97.144,0.4352,0.3276,-0.0206,0.545
97.196,0.5654,0.2562,0.0536,0.623
97.199,0.1102,-0.0765,0.8891,0.899
97.2,0.467,0.7452,-1.3291,1.594
97.201,-0.6447,0.079,-0.3679,0.746
97.203,0.303,0.6167,-0.0075,0.687
97.205,0.5752,0.1081,-0.0626,0.589
97.214,-0.508,-0.5781,-0.2266,0.802
97.226,-0.5619,-0.26,-1.2441,1.39
97.275,-0.1364,0.6297,-0.2086,0.677
97.278,0.2891,0.4813,0.5456,0.783
97.279,-0.2809,-0.3615,0.5851,0.743
97.28,-0.6487,-0.6028,-0.5234,1.029
97.28,0.575,-0.2394,-0.3618,0.72
97.288,-0.363,0.3912,-0.0876,0.541
97.294,-0.0542,0.5778,0.1351,0.596
97.313,0.0848,-0.1325,-0.7328,0.75
97.316,0.7571,-0.0998,2.0385,2.177
97.368,0.6756,0.3356,0.0381,0.755
97.371,0.3421,0.7244,0.7611,1.105
97.372,-0.1043,0.1936,0.0417,0.224
97.374,0.3211,0.3009,0.4511,0.63
97.377,0.0706,-0.5726,-0.2959,0.648
97.379,0.4971,0.4827,0.8605,1.105
97.388,0.8101,1.0434,0.3588,1.369
97.395,-0.1043,0.8646,-0.0996,0.877
97.405,0.0698,0.4181,-0.3904,0.576
97.415,-0.0528,-0.7657,0.644,1.002
97.432,-0.1089,0.0668,-0.8428,0.852
97.439,0.6662,0.646,0.0347,0.929
97.444,0.547,0.5325,-0.2346,0.799
97.497,0.1278,-0.165,0.5412,0.58
97.5,-0.6519,-0.691,-0.1531,0.962
97.501,-0.5371,-0.5584,-0.7791,1.099
97.502,0.3811,0.094,0.066,0.398
97.504,-0.2994,0.3648,0.4814,0.674
97.506,-0.2993,0.3644,0.4814,0.674
97.514,-0.4412,-0.6736,-0.5217,0.959
97.526,0.0237,-0.4997,1.8054,1.873
97.578,0.2468,0.4442,-0.4021,0.648
97.578,0.256,0.5434,0.1642,0.623
97.579,-0.356,-0.288,0.1091,0.471
97.579,-0.5591,-0.5494,-0.596,0.985
97.58,0.1133,0.3821,-0.572,0.697
97.588,0.0459,0.0141,1.7072,1.708
97.595,-0.0385,0.4698,-2.0349,2.089
97.619,-0.8343,-0.5147,0.8297,1.284
97.622,-0.7725,-0.9059,-0.4942,1.289
97.624,-0.4144,0.0617,-0.4835,0.64
97.67,0.2431,0.3251,-0.444,0.602
97.672,0.119,0.6729,0.9088,1.137
97.674,0.0184,-0.4466,0.157,0.474
97.675,-0.5745,-0.7749,0.0924,0.969
97.676,-0.1226,-0.2139,-0.3266,0.409
97.687,0.5802,0.2841,0.2647,0.698
97.694,0.0315,0.0638,0.8693,0.872
97.712,-0.0111,-0.4359,-0.2907,0.524
97.715,-0.8211,-1.0338,-0.2345,1.341
97.776,-0.9308,-0.3808,-0.8104,1.292
97.779,0.7297,0.596,-0.055,0.944
97.779,0.5091,-0.3701,1.7334,1.844
97.78,-0.2162,-0.2223,-1.3396,1.375
97.781,-0.8558,-1.0486,-0.3101,1.389
97.783,-0.4821,-0.2984,-0.9362,1.094
97.79,-0.4754,-0.2896,-0.9362,1.089
97.794,0.5184,0.1444,1.0163,1.15
97.812,-0.0558,-0.1919,-1.1445,1.162
97.815,-0.4899,-0.4073,-0.8129,1.033
97.864,-0.5664,-0.6587,-0.5939,1.052
97.864,-0.0342,0.3872,-0.3233,0.506
97.864,0.0472,-0.0476,0.1113,0.13
97.865,-0.717,-0.4809,-0.765,1.153
97.865,-0.7306,-0.8465,-0.6272,1.282
97.875,-0.5761,-0.3702,-0.5278,0.865
97.898,0.5093,0.5899,-0.5384,0.947
97.901,0.3505,0.6541,0.2817,0.794
97.949,0.0673,0.1216,0.0459,0.146
97.952,0.2121,-0.1047,0.6636,0.704
97.953,0.3023,0.3934,-1.7031,1.774
97.955,0.1559,0.9074,-0.1337,0.93
97.958,1.4611,0.4281,-0.3587,1.564
97.96,0.3975,-0.3162,1.6116,1.69
97.965,-0.6955,-0.0398,-1.4196,1.581
97.977,-0.9605,-0.782,-1.4209,1.885
97.986,-0.5772,0.3449,-0.6439,0.931
98.003,-0.2045,0.1963,-0.6594,0.718
98.006,0.1144,-0.665,0.9028,1.127
98.014,-0.2877,-0.4794,-1.2196,1.342
98.066,-0.5666,-0.2389,-0.2056,0.648
98.066,-0.1415,0.7026,-0.7191,1.015
98.067,0.6483,0.813,-0.4138,1.119
98.067,0.1141,-0.345,0.4326,0.565
98.068,-0.304,-0.3012,-1.557,1.615
98.075,0.1101,0.2447,-0.8495,0.891
98.086,0.4353,0.666,-0.2713,0.841
98.095,0.4467,0.6377,0.2327,0.813
98.145,-0.0489,-0.029,0.3716,0.376
98.163,0.0777,-0.2255,-0.2509,0.346
98.165,0.244,0.5161,0.1142,0.582
98.168,0.2647,0.8214,-0.9333,1.271
98.17,0.4099,0.9638,-0.0881,1.051
98.171,0.359,0.2499,-0.8112,0.922
98.172,1.0316,0.2003,1.4214,1.768
98.177,-0.3332,0.5285,-0.233,0.667
98.183,-0.2391,0.5215,-0.118,0.586
98.194,0.0775,0.5872,-0.0976,0.6
98.207,0.4214,0.1456,-0.016,0.446
98.214,0.7009,-1.1009,1.6696,2.119
98.268,0.0117,0.0227,-1.3268,1.327
98.268,0.4996,0.7838,-0.1752,0.946
98.269,-0.3738,-0.7291,-0.8384,1.172
98.269,-0.1984,-0.4897,0.628,0.821
98.27,-0.5088,-0.8371,-0.5703,1.133
98.274,-0.0105,0.0558,-0.89,0.892
98.284,0.4727,0.6238,-0.0568,0.785
98.294,0.3938,0.1473,0.8015,0.905
98.316,-0.115,-0.6375,-0.4435,0.785
98.319,-0.3355,-0.4018,-0.3059,0.606
98.364,0.64,0.0567,0.1011,0.65
98.366,0.2513,0.5757,1.5519,1.674
98.367,-0.2489,0.809,-1.0182,1.324
98.369,-0.2011,-0.8861,-0.1623,0.923
98.37,-0.3007,-0.6152,0.107,0.693
98.375,0.7543,0.183,0.5763,0.967
98.384,-0.2957,-0.0667,1.5399,1.569
98.4,-0.0481,0.9017,-0.1157,0.91
98.449,-0.1025,-0.1766,-0.4149,0.462
98.45,-0.4369,-0.5474,0.0819,0.705
98.45,0.3449,-0.2437,1.7255,1.776
98.451,-0.269,-0.0327,-0.7897,0.835
98.451,-0.7097,-0.5551,0.9856,1.335
98.459,0.0483,-0.3143,-0.6424,0.717
98.464,-0.2533,-0.7241,0.9892,1.252
98.474,0.2198,0.3816,0.3235,0.546
98.483,0.7377,0.8495,0.1356,1.133
98.499,-0.2262,-0.5779,0.5569,0.834
98.565,0.2631,-0.3094,0.2205,0.462
98.569,-0.2674,-0.6113,0.4048,0.78
98.57,-0.2197,-0.0463,-0.7732,0.805
98.571,0.3903,0.4477,-0.7205,0.934
98.575,0.2414,-0.3714,1.1386,1.222
98.577,-0.6731,-0.6292,-1.0151,1.371
98.579,-0.9174,-0.9987,-0.9804,1.673
98.579,-0.2664,0.056,-0.3639,0.454
98.586,0.5352,0.2975,0.2777,0.672
98.601,0.0148,-0.5589,1.8938,1.975
98.65,-0.8136,-0.5482,-1.0918,1.468
98.653,-0.5966,-0.8139,-0.9529,1.388
98.654,-0.2561,-0.3587,-0.2406,0.502
98.656,1.0057,0.4422,0.4645,1.193
98.657,0.6192,0.7458,1.1911,1.536
98.659,-0.2071,-0.2159,0.65,0.716
98.669,-0.663,-0.435,-0.2527,0.832
98.674,0.1292,-0.0272,-0.279,0.309
98.683,0.7511,0.6534,1.1157,1.495
98.694,-0.1378,-0.2135,-0.0683,0.263
98.711,-0.3005,-0.5907,0.061,0.666
98.714,0.2076,-0.1755,0.6057,0.664
98.771,-0.0489,0.3141,0.0107,0.318
98.773,0.2171,0.7264,0.3088,0.819
98.775,0.4631,0.0946,-0.4323,0.64
98.776,0.6994,-0.2897,0.5134,0.915
98.779,-0.1954,-0.8646,-0.7029,1.131
98.78,-0.7571,-0.1463,-1.256,1.474
98.785,0.2786,0.7644,-0.5485,0.981
98.795,0.3165,0.3764,1.2196,1.315
98.817,0.7083,-0.05,-0.4025,0.816
98.82,-0.0646,-0.3503,0.4378,0.564
98.865,-0.4499,-0.3261,-0.8239,0.994
98.868,0.4971,0.6838,0.0021,0.845
98.87,1.086,0.7326,0.6712,1.472
98.871,0.2097,0.0284,1.569,1.583
98.872,-0.2549,-0.0047,-0.0603,0.262
98.877,0.2771,0.6699,-0.1393,0.738
98.883,-0.3049,0.5479,0.1683,0.649
98.895,0.4916,0.4162,0.9429,1.142
98.913,-0.2908,-0.2848,-0.1992,0.453
98.918,-0.4917,-0.4601,-1.3915,1.546
98.982,0.3404,0.2671,-0.7199,0.84
98.983,0.058,0.6557,-0.1728,0.681
98.983,0.2974,0.503,0.257,0.638
98.984,-0.4483,-0.5783,0.1361,0.744
98.984,0.106,-1.0827,0.2247,1.111
98.985,-0.4425,-0.0076,-0.3104,0.541
98.986,0.243,0.8375,0.8807,1.239
98.994,0.4035,0.8018,0.8903,1.264
99.016,-0.4356,-0.29,0.5719,0.775
99.019,0.8204,-0.0653,-0.1787,0.842
99.066,0.2798,0.253,-0.5079,0.633
99.068,-0.3501,0.2929,-0.8,0.921
99.069,0.0705,0.9092,-0.442,1.013
99.071,0.3944,0.0577,-0.7125,0.816
99.072,0.8986,0.2913,1.4411,1.723
99.078,0.1514,0.5791,-1.9299,2.021
99.083,-0.3087,0.3462,-0.6681,0.813
99.094,0.1127,0.0869,-0.5914,0.608
99.113,0.1673,-0.2364,-0.5662,0.636
99.134,-0.2643,-0.3546,-0.7888,0.904
99.135,-0.8032,-0.3619,-1.1192,1.424
99.135,-0.3301,0.4625,-0.8199,0.998
99.176,-0.1174,-0.1339,-0.1399,0.226
99.177,-0.1479,-0.5201,0.1402,0.559
99.177,-0.5374,-0.6652,-0.9395,1.27
99.178,0.5468,0.0516,-0.1291,0.564
99.184,0.4139,0.889,0.0588,0.982
99.195,0.0043,-0.079,0.3473,0.356
99.218,-0.2687,-0.4493,-0.2895,0.598
99.222,0.7121,-0.329,1.2284,1.458
99.225,0.0751,-0.0019,0.8716,0.875
99.235,0.1887,0.3992,-0.4021,0.597
99.27,-0.5225,-0.2863,-0.1867,0.624
99.272,-0.2589,-0.3162,-0.4979,0.644
99.273,-0.1386,-0.7938,0.0408,0.807
99.274,0.4102,0.3079,0.6644,0.839
99.284,0.9203,1.0133,0.5973,1.494
99.296,0.2073,0.39,0.3076,0.538
99.314,0.4404,0.3855,-0.395,0.706
99.317,-0.0257,-0.5177,-0.0059,0.518
99.379,0.0087,0.3256,-0.3854,0.505
99.381,0.1006,0.275,0.2251,0.369
99.381,-0.0817,-0.1481,0.5435,0.569
99.382,-0.2646,-0.6987,0.1904,0.771
99.384,-0.414,-0.7524,-0.4225,0.957
99.387,0.2824,0.3311,-0.419,0.604
99.389,0.1266,0.4005,0.1149,0.435
99.395,0.4638,0.5789,1.0941,1.322
99.417,0.158,-0.1611,-1.1564,1.178
99.42,-0.574,-0.794,-0.735,1.225
99.467,0.701,-0.2457,0.8763,1.149
99.468,0.3458,0.4494,0.9995,1.149
99.468,0.1694,0.7636,-1.3133,1.529
99.469,-0.2745,-0.2028,-0.6884,0.768
99.469,-0.1175,-0.2857,-0.4286,0.528
99.476,-0.3814,0.2289,-0.5028,0.671
99.484,0.2736,0.2034,1.0008,1.057
99.495,-0.076,0.1063,-1.8459,1.851
99.522,-1.1105,-1.1543,-0.176,1.611
99.528,-0.7528,-0.6542,-1.4377,1.75
99.53,0.2052,0.4271,0.1759,0.505
99.535,0.2445,0.2696,0.5003,0.619
99.597,0.3703,0.35,0.3878,0.64
99.598,-0.0475,-0.3183,0.5769,0.661
99.598,0.1575,0.0175,0.1687,0.231
99.599,0.3862,0.4077,-0.3173,0.645
99.6,0.6536,0.6229,0.4752,1.02
99.602,0.2892,0.105,1.0941,1.137
99.606,-0.2938,0.0282,-0.2347,0.377
99.615,-0.8114,-0.4645,-0.2825,0.977
99.631,-0.0207,0.068,-0.0982,0.121
99.634,0.9746,0.622,1.093,1.591
99.677,0.2435,-0.1559,1.2318,1.265
99.678,-0.1348,-0.3067,-1.0666,1.118
99.678,-0.8975,-0.8001,-0.6464,1.365
99.679,-0.855,-0.3504,-0.4573,1.031
99.684,0.0673,0.5083,-0.5291,0.737
99.694,0.2009,-0.3908,1.8028,1.856
99.705,-0.536,-0.8263,-1.6017,1.88
99.72,-0.6883,-0.7635,-0.2012,1.047
99.724,-0.4462,-0.2581,-0.0002,0.515
99.736,-0.0867,0.2299,0.7767,0.815
99.773,0.1013,-0.054,-0.6072,0.618
99.778,-0.5751,-0.8175,-0.9519,1.38
99.78,-0.6979,-0.6014,-0.6252,1.113
99.781,-0.1913,0.3225,-0.5653,0.678
99.784,-0.0825,0.6836,-1.0034,1.217
99.795,0.4872,0.488,0.1351,0.703
99.806,0.0821,-0.2163,0.4069,0.468
99.824,0.1073,0.1322,0.4883,0.517
99.827,0.0051,0.5582,-2.1944,2.264
99.835,-0.1317,0.3074,-1.2164,1.262
99.888,0.2861,0.3036,-0.3029,0.516
99.89,0.6693,-0.1952,1.3335,1.505
99.891,-0.2253,0.2453,-1.5587,1.594
99.892,-0.7459,-0.1711,-1.4689,1.656
99.895,-0.2598,0.7819,-0.0299,0.824
