time,ax,ay,az,aT
51.268,0.0896,-0.5952,1.3241,1.454
51.269,-0.9342,-0.6195,-2.0278,2.317
51.269,-1.0318,-0.553,-0.8235,1.431
51.269,0.0551,0.5388,-0.651,0.847
51.27,0.3296,0.4606,0.5546,0.793
51.277,-0.0823,-0.6471,0.8957,1.108
51.286,-0.3703,-0.6161,-0.293,0.776
51.293,-0.3637,-0.6121,-0.2929,0.77
51.307,0.1727,0.3299,0.5224,0.642
51.366,0.4841,0.0879,0.9953,1.11
51.367,-0.0208,-0.35,-0.0151,0.351
51.367,-0.2273,-0.75,-0.4545,0.906
51.368,-0.4886,-0.2773,-0.6723,0.876
51.369,0.0088,0.5727,0.1801,0.6
51.369,0.2983,0.0508,0.9882,1.033
51.374,-0.1968,-0.1457,-0.7656,0.804
51.401,-0.6505,-0.403,-0.5094,0.919
51.402,-0.6458,-0.3999,-0.5093,0.915
51.402,0.0142,0.4173,0.1133,0.433
51.418,0.4627,0.5898,0.8687,1.147
51.422,-0.4247,-0.416,0.172,0.619
51.484,0.2094,-0.6537,0.4845,0.84
51.485,-0.1378,0.1212,-0.8754,0.894
51.485,0.2095,0.8748,-0.3319,0.959
51.486,0.162,0.5473,0.1829,0.599
51.486,-0.2726,-0.6053,0.3278,0.74
51.487,0.5851,-0.3864,-0.4324,0.824
51.494,0.0049,-0.4826,-1.3901,1.471
51.515,0.1262,0.574,-0.4731,0.754
51.519,0.498,1.1851,0.074,1.288
51.523,0.6333,0.5406,-0.4755,0.959
51.572,0.2304,-0.3438,1.3307,1.394
51.576,-0.6515,-0.0413,-1.5053,1.641
51.577,-0.117,0.7211,0.0102,0.731
51.583,0.9113,0.7964,0.1407,1.218
51.585,0.5083,0.1767,-0.0928,0.546
51.588,-0.1644,-0.2643,-0.6651,0.734
51.594,0.4696,0.5488,-0.1983,0.749
51.615,0.6797,1.0258,0.138,1.238
51.619,0.5451,0.5427,0.3582,0.849
51.624,-0.4023,-0.6611,-0.0573,0.776
51.684,-0.6202,-0.5811,-0.614,1.048
51.687,0.241,-0.3631,0.2802,0.518
51.688,0.0303,0.2774,-0.1926,0.339
51.689,-0.3503,0.0852,0.4705,0.593
51.689,0.1285,0.1719,-0.037,0.218
51.69,0.3592,-0.3127,1.2858,1.371
51.694,0.8337,0.3975,0.692,1.154
51.705,0.1779,0.7485,0.419,0.876
51.713,0.125,0.6886,0.4249,0.819
51.735,0.0955,0.1512,-0.498,0.529
51.736,0.3505,-0.7123,0.7302,1.079
51.742,-0.0089,0.3756,0.8906,0.967
51.788,0.5975,1.1182,-0.5711,1.391
51.789,0.2292,0.7139,0.6212,0.974
51.789,0.3251,0.2666,-0.1891,0.461
51.79,0.0146,-0.896,0.1712,0.912
51.793,-0.1509,-0.1706,-0.6895,0.726
51.814,0.3417,0.4045,0.5256,0.746
51.819,0.3807,0.7296,-0.243,0.858
51.869,-0.3847,-0.4439,-0.3854,0.703
51.872,-0.5671,-1.0381,-0.3148,1.224
51.873,-0.3564,-0.3071,-0.8056,0.933
51.875,0.4995,0.7721,-0.4405,1.02
51.876,0.4285,1.0578,0.8452,1.42
51.877,-0.3396,-0.6486,0.5807,0.934
51.883,-0.5853,-0.6266,-0.4656,0.976
51.894,0.1725,-0.2439,1.4989,1.528
51.911,0.2711,0.2433,0.7351,0.82
51.914,0.0458,0.7178,-1.0055,1.236
51.98,-0.4105,-0.6662,0.0635,0.785
51.982,-0.76,-0.652,-0.5015,1.12
51.983,-0.6778,-0.295,-0.5601,0.927
51.984,-0.0556,-0.0305,0.8919,0.894
51.986,0.1518,0.3015,-1.1036,1.154
51.988,-0.4049,-1.1004,0.0935,1.176
51.989,-0.3409,-0.2785,-0.5626,0.714
51.997,-0.3498,-0.088,0.1569,0.393
52.016,0.0962,0.2837,-0.0334,0.301
52.016,-0.0483,0.1386,0.3939,0.42
52.064,-0.1275,0.037,-0.3554,0.379
52.065,-0.1872,-0.9516,0.2623,1.005
52.065,-0.333,-0.5294,-0.2608,0.678
52.066,0.7585,0.598,-0.1806,0.983
52.066,-0.1521,-0.3388,0.0432,0.374
52.074,-0.1717,-0.1148,-0.6535,0.685
52.082,-0.6625,-0.6965,-0.6978,1.188
52.102,-0.6788,-0.2205,-0.8187,1.086
52.107,0.4557,0.1065,0.1953,0.507
52.124,0.1998,0.2536,0.4826,0.581
52.125,0.3346,0.0897,-1.252,1.299
52.156,-0.3769,-0.8711,-1.1443,1.487
52.157,-0.6684,-0.2659,-0.1219,0.73
52.157,0.1549,0.81,-0.5744,1.005
52.163,0.6099,0.3522,1.3278,1.503
52.174,-0.2328,-0.2652,-1.9271,1.959
52.182,-0.7443,-1.1629,-0.7576,1.575
52.198,-0.3033,-0.5865,-1.1238,1.303
52.206,0.0527,0.3101,0.1907,0.368
52.257,-0.082,-0.2947,-0.6353,0.705
52.26,-0.3461,-0.4784,-0.33,0.676
52.262,-0.8292,-0.5333,-0.6723,1.193
52.266,-0.306,-0.3891,0.0449,0.497
52.267,0.7113,0.9807,-0.0208,1.212
52.27,0.6745,0.6853,0.6388,1.154
52.276,0.2104,0.5008,0.1061,0.553
52.282,0.5182,0.3577,0.3419,0.717
52.299,-0.2291,0.7903,-1.6118,1.81
52.302,0.0662,0.4607,-0.5835,0.746
52.351,0.9934,0.4434,-0.0293,1.088
52.352,0.9858,0.434,-0.0294,1.077
52.352,-0.7759,-0.1761,-0.4952,0.937
52.353,-0.2375,0.2468,-0.7885,0.86
52.353,-0.4745,0.6682,-0.4939,0.957
52.364,0.0539,0.295,-0.1,0.316
52.376,0.3445,-0.808,1.8944,2.088
52.392,-0.6387,-0.5342,-1.0589,1.347
52.395,-0.028,0.2003,0.6997,0.728
52.402,0.258,0.5773,-0.6255,0.889
52.445,0.0657,0.3366,1.0912,1.144
52.448,-0.2254,-0.47,-0.0017,0.521
52.449,-0.2532,-0.5445,-0.1286,0.614
52.451,-0.1626,-0.2291,0.1312,0.31
52.454,0.0266,0.6061,0.2281,0.648
52.465,0.6679,0.8932,0.3191,1.16
52.474,0.1364,-0.1501,0.5334,0.571
52.49,0.1221,-0.0992,0.446,0.473
52.496,-0.2059,0.4288,0.1252,0.492
52.503,0.2318,0.8073,-0.1717,0.857
52.56,0.4914,0.7565,-0.1214,0.91
52.562,-0.4363,-0.1343,-0.198,0.498
52.563,0.9192,-0.4197,1.0542,1.46
52.564,-0.3343,0.2025,0.0762,0.398
52.566,-0.1756,0.6358,-0.3069,0.728
52.568,0.4943,0.6112,0.3229,0.85
52.573,-0.2831,-0.687,0.0931,0.749
52.582,-0.0182,-1.0108,1.0448,1.454
52.608,-0.0292,0.1831,-1.6056,1.616
52.611,0.1836,0.5762,-0.3283,0.688
52.658,0.0902,0.1193,-0.3965,0.424
52.661,-0.129,-0.6577,-0.351,0.757
52.662,-0.4244,-0.8269,-0.0781,0.933
52.663,0.1342,-0.0694,-0.7485,0.764
52.664,0.3992,0.8532,0.4593,1.048
52.666,0.7986,1.1868,0.4689,1.505
52.673,-0.0734,-0.4724,0.6652,0.819
52.683,-0.2278,-0.1568,-0.2542,0.376
52.703,-0.0396,-0.1515,-0.5319,0.554
52.705,0.3404,0.4564,1.0854,1.226
52.77,-0.3256,-0.1651,-0.8096,0.888
52.771,-1.1269,-1.0096,-0.7462,1.687
52.771,-0.6627,-0.6563,-1.0263,1.387
52.772,0.0837,-0.2773,0.7646,0.818
52.772,-0.2925,0.1865,0.3157,0.469
52.772,-0.0694,0.0788,0.0703,0.126
52.773,0.1397,0.4827,-0.5545,0.748
52.782,0.2194,-0.3659,-0.2252,0.482
52.795,0.9095,-0.2164,0.936,1.323
52.811,0.102,0.3264,1.1837,1.232
52.818,0.0029,-0.221,0.2655,0.345
52.865,0.021,-0.5472,-0.4265,0.694
52.867,-0.0728,-0.4834,0.2427,0.546
52.869,0.2121,-0.1826,0.6341,0.693
52.871,0.1814,1.0558,-0.5834,1.22
52.874,0.4044,0.525,0.3084,0.731
52.876,0.087,-0.3977,0.3706,0.551
52.887,-0.096,-0.1104,-0.6134,0.631
52.896,-0.3801,-0.1502,-0.8732,0.964
52.911,0.5345,0.357,0.009,0.643
52.914,0.2098,-0.0379,0.999,1.022
52.975,-0.4972,-0.5099,-0.9678,1.202
52.976,-0.556,-0.9963,-0.8757,1.438
52.976,-0.2601,-0.6056,-0.4686,0.809
52.976,0.6501,0.3974,0.2053,0.789
52.977,0.0572,-0.3742,0.2675,0.464
52.977,-0.5047,-0.4554,-1.0769,1.273
52.984,-0.6124,-1.0279,-1.0301,1.579
52.993,0.0971,0.5434,-0.5764,0.798
53.005,1.3486,0.8872,0.4471,1.675
53.054,0.1948,0.2346,1.2922,1.328
53.057,0.4854,0.5996,-0.488,0.913
53.058,-0.1516,-0.5309,-0.5251,0.762
53.059,0.5887,0.3014,0.4206,0.784
53.059,0.1475,0.7033,0.3379,0.794
53.067,-0.1399,-0.2771,0.0422,0.313
53.073,-0.1738,-0.4259,0.1954,0.5
53.09,-0.3461,-0.6369,0.1427,0.739
53.093,-0.1804,-0.0479,-0.1901,0.266
53.145,0.0973,0.4424,-0.2847,0.535
53.164,0.2601,0.1013,-0.2715,0.389
53.167,-0.0025,-0.7644,0.2121,0.793
53.168,-0.5729,-0.3639,-1.6147,1.752
53.17,-0.8206,-0.0438,-0.8533,1.185
53.171,-0.1208,0.6822,-0.7683,1.035
53.173,0.1833,0.4368,0.618,0.779
53.174,0.6582,-0.2086,0.0183,0.691
53.186,-0.199,-0.6058,-0.7383,0.976
53.193,-0.1447,-0.0324,-1.4877,1.495
53.259,0.2168,0.4714,0.0818,0.525
53.26,1.1809,0.585,0.5607,1.432
53.26,0.3889,-0.0072,1.0789,1.147
53.261,-0.1952,-0.0795,-0.2584,0.333
53.261,0.0156,0.6803,-0.1351,0.694
53.262,0.1916,0.6713,0.1056,0.706
53.262,0.2378,0.2616,-0.1722,0.393
53.273,-0.1485,-0.4819,-0.3865,0.635
53.291,-0.5015,-0.6989,-0.839,1.202
53.296,-0.2783,0.014,-0.9695,1.009
53.347,0.2892,0.607,-0.1506,0.689
53.35,0.1599,0.3819,0.3773,0.56
53.351,-0.4793,-0.6596,-0.2991,0.868
53.353,0.0241,-0.1641,-0.5816,0.605
53.358,-0.0879,-0.001,-0.2332,0.249
53.359,-0.2178,0.6109,-0.0237,0.649
53.364,0.5496,0.8669,0.3809,1.095
53.38,0.3156,-0.525,1.1172,1.274
53.382,0.3551,-0.0774,-0.5097,0.626
53.443,0.4274,0.2651,-0.8209,0.963
53.443,0.096,0.8531,0.1188,0.867
53.443,0.3269,0.5498,0.035,0.641
53.444,-0.2,-0.649,-0.6437,0.936
53.444,0.003,-0.4048,0.8514,0.943
53.445,-0.0029,0.2341,-1.7104,1.726
53.456,-0.2811,0.4028,0.3666,0.613
53.463,0.0489,0.4235,-0.4534,0.622
53.48,0.1866,-0.2418,-0.02,0.306
53.483,-0.2964,-0.5163,-0.8065,1.002
53.533,-0.1861,0.2605,-1.4314,1.467
53.536,0.0413,0.7589,-0.573,0.952
53.537,0.4736,0.2774,0.4912,0.737
53.538,-0.0332,-0.5176,-0.0498,0.521
53.539,-0.2913,-0.523,-0.5933,0.843
53.543,-0.2252,-0.3742,0.0878,0.445
53.555,0.0437,0.1,0.4853,0.497
53.562,-0.3006,-0.4618,0.332,0.643
53.58,-0.036,-0.4358,0.0878,0.446
53.583,0.5843,-0.5725,1.0335,1.318
53.647,0.1649,-0.202,0.9915,1.025
53.648,0.5329,0.9754,-0.3063,1.153
53.648,0.5281,0.5925,-0.3661,0.874
53.648,-0.2349,-0.1055,-0.7983,0.839
53.649,0.1827,-0.2907,-1.3466,1.39
53.649,0.3608,-0.2929,1.3565,1.434
53.656,0.5822,0.722,-0.8858,1.283
53.663,-0.0565,-0.0347,0.012,0.067
53.683,0.1155,-0.4399,-1.1791,1.264
53.688,0.1684,-0.8478,0.3926,0.949
53.743,0.2462,0.3346,-0.7698,0.875
53.746,0.3083,0.7418,0.4428,0.917
53.746,0.601,0.5337,0.4044,0.9
53.747,-0.2938,-0.581,0.2847,0.711
53.748,-0.6105,-0.6964,-0.691,1.155
53.749,0.3932,0.3401,-0.4647,0.697
53.756,0.3759,0.4335,0.1123,0.585
53.762,0.2262,1.1054,-0.4264,1.206
53.781,0.0263,-0.1747,-0.7209,0.742
53.851,-0.6443,-0.7716,-0.9555,1.387
53.854,0.1362,-0.373,0.3278,0.515
53.855,-0.064,0.2347,0.718,0.758
53.857,-0.0054,0.4539,-0.7592,0.885
53.86,-0.4005,-0.4017,-0.43,0.712
53.861,-0.8047,-0.2092,-0.8322,1.176
53.863,-0.6538,-0.0229,-0.0492,0.656
53.864,-0.171,-0.4022,1.531,1.592
53.864,-0.1525,-0.1924,-1.3086,1.331
53.883,-0.1031,-0.6362,0.9803,1.173
53.886,-0.6463,-0.775,-0.8608,1.326
53.94,0.0217,0.4861,0.8654,0.993
53.94,0.3665,0.4936,0.3914,0.729
53.941,0.0412,-0.0694,0.6978,0.703
53.941,-0.4127,-0.3942,0.3603,0.675
53.942,-0.3402,-0.3771,-0.1916,0.543
53.944,0.1857,0.3201,-0.0659,0.376
53.959,0.3026,0.1671,0.6249,0.714
53.964,-0.3397,-0.4036,0.6799,0.861
53.985,-0.1349,-0.0837,-0.8942,0.908
53.99,-0.2303,-0.3013,-1.2749,1.33
54.055,-0.5429,-0.1422,-1.0427,1.184
54.058,-0.1113,0.4734,0.6177,0.786
54.059,0.6258,-0.0935,0.9865,1.172
54.06,-0.5901,-0.2599,-1.3994,1.541
54.061,-1.0035,-0.7659,-1.4748,1.941
54.064,-0.1217,0.2247,-0.6475,0.696
54.064,0.0838,0.6471,-0.0057,0.653
54.065,0.608,-0.0894,1.2705,1.411
54.074,-0.3508,-0.227,-1.9653,2.009
54.082,-0.7971,-0.9503,-1.2709,1.776
54.104,-0.2474,-0.5392,-0.9261,1.1
54.107,0.224,0.8522,0.4315,0.981
54.119,-0.0339,-0.2707,0.6877,0.74
54.164,-0.6571,-0.4264,-0.8518,1.157
54.165,-0.7832,-0.4575,-0.6481,1.115
54.165,0.2279,0.4663,-0.1009,0.529
54.165,0.6153,0.8519,0.1793,1.066
54.166,0.412,0.2375,0.4379,0.646
54.175,0.2311,0.254,0.3744,0.508
54.182,-0.0797,-0.258,1.2124,1.242
54.198,-0.286,0.0669,-1.9192,1.942
54.202,0.1118,0.3402,-0.9244,0.991
54.253,-0.0771,0.068,-0.8682,0.874
54.256,0.8043,-0.5896,1.3202,1.654
54.258,-0.5053,-0.2636,-0.3714,0.68
54.26,-0.4496,0.3518,-0.8407,1.016
54.263,0.1144,1.0512,0.0608,1.059
54.265,0.343,0.1942,-0.564,0.688
54.28,0.7896,-0.6486,0.7635,1.276
54.282,-0.152,-0.4675,-0.0039,0.492
54.342,0.2059,0.0665,-0.8395,0.867
54.343,0.5256,0.5615,-0.2541,0.81
54.343,0.7992,0.3822,0.3348,0.947
54.344,-0.0806,-0.4201,0.136,0.449
54.344,-0.0152,-0.1063,-1.2252,1.23
54.344,-0.5557,0.3873,-0.853,1.089
54.353,0.2508,0.5932,0.1394,0.659
54.364,0.3043,0.182,-0.501,0.614
54.39,0.3018,0.1795,-0.5011,0.612
54.393,0.2881,0.0131,-0.1347,0.318
54.395,0.0056,0.7887,0.8145,1.134
54.402,0.3117,1.1237,-0.106,1.171
54.45,0.5588,0.2523,-0.3945,0.729
54.453,0.0041,-0.0466,-0.4112,0.414
54.455,0.1907,-0.606,0.0999,0.643
54.459,0.1159,0.486,1.2312,1.329
54.461,0.1033,0.6477,-0.039,0.657
54.463,0.2362,-0.04,0.1586,0.287
54.477,0.456,-0.1661,-0.5022,0.698
54.498,0.8793,-0.6355,0.4579,1.178
54.501,0.2214,0.4295,-0.913,1.033
54.504,0.5289,0.4175,0.4409,0.805
54.572,-0.0965,0.142,0.1368,0.22
54.572,0.59,-0.2502,0.885,1.093
54.573,-0.3303,-0.0724,0.1403,0.366
54.573,0.5049,0.5298,-0.0501,0.734
54.573,0.3292,0.2964,0.8885,0.993
54.574,0.3237,0.2931,0.8884,0.99
54.574,-0.0306,-0.4483,0.1834,0.485
54.583,0.0779,-0.2004,-0.2021,0.295
54.602,-0.4757,-0.2608,-0.1219,0.556
54.605,0.2999,0.2829,1.1278,1.201
54.661,-0.8082,-0.5088,-0.8785,1.298
54.664,-1.2245,-1.2371,-0.8737,1.948
54.667,-0.6308,-0.547,-0.7708,1.136
54.669,-0.3167,0.045,0.249,0.405
54.67,0.9244,0.1832,1.1277,1.47
54.672,0.2213,-0.0541,0.1556,0.276
54.675,0.0504,-0.4108,-0.7817,0.885
54.683,0.1438,-0.2747,0.1939,0.366
54.701,0.5543,0.1324,0.9516,1.109
54.704,-0.0276,0.309,0.2908,0.425
54.764,0.0246,0.3594,0.2261,0.425
54.765,-0.6625,-0.9829,-0.4934,1.284
54.765,-0.4605,-0.3929,0.019,0.606
54.766,0.2151,0.2689,0.5744,0.67
54.766,0.1526,0.6998,0.3015,0.777
54.766,-0.1053,-0.3819,0.4427,0.594
54.773,-0.1842,-0.6157,-0.0565,0.645
54.783,-0.4401,-0.394,0.1123,0.601
54.811,-0.1608,-0.0179,-0.4252,0.455
54.814,0.4242,0.3638,0.0429,0.56
54.816,0.0586,-0.3718,0.0309,0.378
54.823,-0.3852,-0.8022,-0.3905,0.972
54.866,-1.0969,-0.7506,-0.63,1.471
54.869,-0.1547,0.2462,-0.7389,0.794
54.869,0.3768,-0.0213,1.1166,1.179
54.87,0.2823,-0.5301,-0.5521,0.816
54.874,0.1255,-0.4352,-0.6263,0.773
54.883,-0.6582,-0.9896,-0.6347,1.347
54.909,-0.2269,0.2312,-0.5641,0.65
54.913,0.4657,1.0137,-0.3917,1.182
54.916,0.2739,0.1889,1.4016,1.441
54.982,-0.3162,-0.4178,-0.7449,0.911
54.983,-0.589,-0.2435,-0.0386,0.638
54.983,-0.1189,0.3711,-0.5114,0.643
54.983,0.8617,0.7632,0.6954,1.345
54.984,-0.1527,-0.1587,0.0453,0.225
54.984,-0.6659,-0.593,-0.7711,1.179
54.984,-0.3644,-0.262,-0.7651,0.887
54.997,-0.4591,-0.163,-0.5999,0.773
55.003,0.2977,0.7427,0.1723,0.819
55.024,-0.7194,-0.4633,-0.4908,0.986
55.027,-0.1342,-0.8396,-0.0766,0.854
55.077,-0.2624,-0.6488,-0.4632,0.839
55.079,-0.3741,0.7321,-0.098,0.828
55.081,0.183,0.8189,-0.0764,0.843
55.082,0.2651,-0.0215,1.6224,1.644
55.083,0.2907,-0.1018,-0.6186,0.691
55.085,0.0875,-0.6784,-0.4163,0.801
55.094,-0.3308,0.1234,-0.7,0.784
55.104,0.2618,0.8367,-0.4163,0.971
55.119,0.7455,0.4026,-0.9932,1.306
55.123,0.3238,-0.454,1.5374,1.635
55.135,-0.0329,0.113,-2.0875,2.091
55.142,-0.2198,0.6808,-0.9994,1.229
55.199,0.1866,0.8138,-0.7659,1.133
55.2,0.0437,0.1361,0.3809,0.407
55.2,-0.5295,-0.661,-0.5062,0.987
55.201,-0.3419,-0.1742,-1.4734,1.523
55.201,0.0601,0.2024,-0.7443,0.774
55.202,-0.1404,0.0203,0.0302,0.145
55.226,0.2691,0.0872,0.0362,0.285
55.232,-0.437,-0.6477,-0.2523,0.821
55.234,0.5281,0.3287,-0.512,0.806
55.272,0.4465,1.1091,0.727,1.399
55.273,0.3131,0.9184,-0.3397,1.028
55.273,0.1853,0.1666,-0.2547,0.356
55.274,0.6153,-0.3051,0.2924,0.746
55.282,0.043,-0.1011,-0.0859,0.139
55.293,0.0165,0.4804,-1.5177,1.592
55.302,0.0247,0.674,-0.1075,0.683
55.36,0.0416,0.758,0.1954,0.784
55.36,-0.6555,-0.599,-0.0739,0.891
55.361,-0.1483,-0.6593,0.9125,1.136
55.362,0.1992,0.4872,-1.9462,2.016
55.362,0.43,0.6648,0.3906,0.883
55.363,-0.3343,-0.3027,-0.9118,1.017
55.373,-0.149,-0.364,-0.4401,0.59
55.39,-0.244,-0.1058,-0.8914,0.93
55.394,0.2745,0.5661,-0.7226,0.958
55.461,0.242,0.3885,-0.2928,0.543
55.463,0.6103,0.689,0.0627,0.923
55.464,0.1569,-0.6293,0.4327,0.78
55.465,0.0311,-0.2072,-0.6615,0.694
55.466,0.0784,0.3726,0.5224,0.646
55.467,-0.1545,0.7181,-0.1767,0.756
55.468,-0.3952,-0.5991,-0.1731,0.738
55.473,-0.8319,-0.8358,-0.3047,1.218
55.498,0.0028,-0.2776,-0.3047,0.412
55.499,0.4229,-0.4036,1.4562,1.569
55.502,-0.3086,0.6437,-1.7521,1.892
55.546,-0.0941,-0.1339,-0.883,0.898
55.548,-0.6291,-0.513,-0.5741,0.994
55.55,-0.2734,-0.104,-0.7895,0.842
55.551,0.6249,0.1289,1.3904,1.53
55.554,0.2098,0.7209,-1.0146,1.262
55.563,-0.2926,-0.7452,-0.3526,0.875
55.573,-0.1573,-0.8576,-0.7656,1.16
55.59,0.1955,0.0118,0.1861,0.27
55.593,0.2479,0.4268,0.1466,0.515
55.655,0.0176,0.2188,-0.2832,0.358
55.655,-0.443,-0.7442,-0.3287,0.926
55.656,-0.2802,-0.8496,0.5404,1.045
55.656,-0.1619,-0.3433,-0.3862,0.541
55.656,0.4356,0.5609,-0.6807,0.984
55.657,0.3209,0.3402,0.5655,0.734
55.663,0.3635,0.0368,0.3057,0.476
55.673,-0.4412,-0.5194,-1.5798,1.72
55.697,-0.8075,-0.7559,-1.6097,1.953
55.7,-0.2201,-0.1606,-1.0327,1.068
55.703,0.2445,0.1555,0.7079,0.765
55.751,-0.4711,0.2371,-1.2793,1.384
55.754,-0.6218,-0.8589,-0.7752,1.314
55.754,-0.7477,-0.7724,-0.5608,1.213
55.756,0.2548,0.3856,-0.1848,0.498
55.76,0.1396,-0.5945,1.9281,2.023
55.769,-0.5745,-0.7285,-1.3483,1.637
55.773,-0.0599,-0.8678,0.5623,1.036
55.797,-0.3112,-0.5196,-1.0141,1.181
55.8,0.6372,0.7399,0.8726,1.31
55.803,0.1745,0.1153,0.3112,0.375
55.814,0.2672,0.1081,-0.0443,0.292
55.864,-0.0563,-0.0067,-0.2562,0.262
55.867,-0.3315,-0.8917,-0.3197,1.004
55.869,0.3778,0.6445,-0.5734,0.942
55.871,0.6587,0.8172,0.3759,1.115
55.873,-0.3741,-0.5486,0.644,0.925
55.875,-0.3304,-0.2621,0.122,0.439
55.887,-0.2488,0.4212,-1.0811,1.187
55.894,-0.0565,0.5383,-0.8141,0.978
55.912,-0.0053,0.6362,-0.2849,0.697
55.915,0.7834,0.0052,0.3807,0.871
55.966,-0.3364,-0.516,0.8726,1.068
55.969,-0.3944,-0.0881,-1.3408,1.4
55.97,0.3467,0.4365,-0.5471,0.781
55.971,0.2317,0.7622,0.2262,0.828
55.975,0.8853,-0.0373,1.8937,2.091
55.978,-0.445,-0.3663,-0.9806,1.137
55.986,-0.5911,-0.2292,-0.4001,0.75
55.994,-0.118,0.5138,-0.2552,0.586
56.013,0.0664,0.1803,0.8079,0.83
56.017,0.4415,0.1328,0.2776,0.538
56.086,-0.4064,-0.5695,-0.6646,0.965
56.088,-0.0055,0.1026,-0.4574,0.469
56.089,0.1699,0.7501,-0.1689,0.787
56.09,0.7404,0.9891,-0.3605,1.287
56.09,0.3107,0.02,0.4403,0.539
56.091,-0.2975,-0.4164,-0.4635,0.69
56.092,0.1824,-0.0114,1.0771,1.092
56.094,-0.3088,0.2791,-1.0322,1.113
56.103,-0.3105,0.0328,-0.2373,0.392
56.114,0.1808,-0.0635,0.2008,0.278
56.128,0.1592,-0.4393,0.5983,0.759
56.185,0.2773,-0.2644,0.9801,1.052
56.185,0.0401,1.0623,0.002,1.063
56.186,0.305,0.6346,-0.0925,0.71
56.186,0.431,0.2372,-0.296,0.574
56.186,0.6334,-0.7373,0.7107,1.204
56.187,-0.1611,-0.4436,0.1994,0.512
56.194,0.5487,0.6686,0.4711,0.985
56.205,0.3293,0.8988,-0.0688,0.96
56.215,0.2486,-0.1343,0.1274,0.31
56.238,0.1278,-0.5444,0.204,0.595
56.241,0.1569,-0.3458,-0.9968,1.067
56.304,-0.2764,0.115,-0.6378,0.705
56.306,0.5445,0.6779,-0.4774,0.992
56.307,-0.0445,-0.4006,-0.0477,0.406
56.308,-0.8386,-0.6306,-0.6391,1.229
56.308,-0.3374,-0.2325,-1.0629,1.139
56.309,0.5856,0.3714,0.0373,0.694
56.31,0.153,0.3118,-0.9671,1.028
56.313,-0.1613,-0.5505,-0.7827,0.97
56.325,0.024,-0.4539,-0.8941,1.003
56.374,-0.1007,-0.52,0.5616,0.772
56.377,0.0178,-0.1785,0.5639,0.592
56.379,-0.4826,-0.1079,-0.3303,0.595
56.38,-0.1177,-0.4013,-0.4787,0.636
56.384,-0.3483,-0.5137,-0.086,0.627
56.387,0.3041,-0.0087,-0.8019,0.858
56.396,0.543,0.7134,1.2332,1.525
56.413,0.192,1.0674,0.0959,1.089
56.418,0.2445,0.5106,-0.3626,0.672
56.465,0.3389,-0.1213,-0.3399,0.495
56.468,0.6899,0.2963,0.4442,0.872
56.469,0.0507,0.8662,-0.164,0.883
56.47,0.1659,0.3586,1.0211,1.095
56.47,0.5391,-0.0417,0.1939,0.574
56.474,-0.2246,-0.7911,0.0071,0.822
56.488,-0.4004,-0.2741,-0.6609,0.82
56.494,-0.2209,0.14,-0.1893,0.323
56.514,0.1129,-0.2864,0.7912,0.849
56.52,-0.5064,-0.5782,-0.5292,0.933
56.592,-0.569,-0.9019,-0.3281,1.116
56.594,-0.4509,-0.1072,-0.7495,0.881
56.595,-0.2775,0.1282,0.8678,0.92
56.596,1.012,0.1433,-0.5627,1.167
56.597,0.4798,-0.2078,0.7852,0.943
56.6,-0.1192,-0.1511,-0.4969,0.533
56.602,0.096,0.5468,-0.4238,0.698
56.603,1.4854,0.8478,0.9612,1.962
56.604,0.3305,0.4222,1.8769,1.952
56.613,-0.0418,0.093,-0.7952,0.802
56.626,-0.6043,-0.6289,-0.8407,1.211
56.682,-0.2824,-0.2569,0.0284,0.383
56.683,0.2853,0.4287,0.7946,0.947
56.683,0.1774,0.8746,-0.2469,0.926
56.684,-0.5301,-0.6416,-0.2805,0.878
56.684,-0.6441,-0.8503,-0.3427,1.12
56.684,-0.3422,0.0593,-0.5785,0.675
56.694,0.5406,0.5945,0.0644,0.806
56.704,0.2175,0.1008,0.4977,0.552
56.713,-0.0327,-0.2397,-0.0218,0.243
56.73,-0.4517,-0.7653,-0.2481,0.923
56.806,-0.7473,-0.1538,-0.5521,0.942
56.808,0.1449,0.7718,-0.3725,0.869
56.809,0.4416,0.4219,0.9934,1.166
56.81,0.1104,-0.2808,-0.0804,0.312
56.811,-0.263,-0.6725,-1.7503,1.893
56.811,-0.9512,-0.3274,-0.9985,1.417
56.814,-0.2872,0.6677,-0.4131,0.836
56.815,0.2512,0.8656,-0.2921,0.947
56.817,0.1619,-0.3171,1.0678,1.126
56.822,-0.5656,-0.2427,-1.5179,1.638
56.844,-0.4231,-0.2086,-0.2585,0.538
56.846,0.5494,0.7394,0.151,0.933
56.894,0.5222,0.8074,0.0948,0.966
56.895,-0.3599,-0.5449,0.1188,0.664
56.895,0.1963,0.1954,-1.0161,1.053
56.896,-0.4106,0.0802,-0.8485,0.946
56.896,0.3065,0.469,-0.7,0.897
56.917,0.5878,0.7777,0.3631,1.04
56.92,-0.2034,-0.2963,-0.2127,0.418
56.923,-0.2149,-0.5688,-0.2211,0.647
56.977,0.592,0.283,0.0267,0.657
56.98,0.4217,0.6778,0.6719,1.043
56.982,0.5849,0.6764,0.3822,0.972
56.986,0.9897,0.1022,-0.0464,0.996
56.989,0.6431,-0.3009,0.8717,1.124
