time,accel1_x,accel1_y,accel1_z,accel2_x,accel2_y,accel2_z
104870,34.0,0.0,-231.0,34.0,0.0,-231.0
104880,159.5,255.5,-225.5,168.5,255.5,-229.5
104890,227.0,136.0,-150.0,227.0,136.0,-150.0
104900,177.5,68.0,-265.5,177.5,68.0,-265.5
104910,9.0,128.0,-346.0,9.0,128.0,-346.0
104920,196.0,64.0,-277.5,64.0,64.0,-141.0
104930,26.0,-212.0,-227.0,26.0,-212.0,-227.0
104940,262.0,52.0,-432.0,262.0,52.0,-432.0
104950,286.5,0.0,-210.0,311.0,0.0,35.0
104960,260.0,-512.0,-463.0,260.0,-512.0,-463.0
104970,8.0,-512.0,-511.0,10.5,-256.0,-499.5
104980,14.0,388.0,-496.0,14.0,388.0,-496.0
104990,96.0,511.0,-488.0,96.0,511.0,-488.0
105000,-510.0,51.0,-367.0,-510.0,51.0,-367.0
105010,6.0,511.0,-128.0,6.0,511.0,-128.0
105020,-510.0,104.0,-104.0,-510.0,104.0,-104.0
105030,2.0,256.0,-480.0,2.0,256.0,-480.0
105040,-379.0,-116.0,-379.0,-379.0,-116.0,-379.0
105050,12.0,80.0,-512.0,12.0,80.0,-512.0
105060,23.0,0.0,-376.0,23.0,0.0,-376.0
105070,-256.0,-512.0,-434.0,-191.0,-256.0,-434.0
105080,130.0,0.0,-508.0,130.0,0.0,-508.0
105090,304.0,186.0,-447.0,224.5,147.5,-446.5
105100,145.0,109.0,-446.0,145.0,109.0,-446.0
105110,47.0,187.5,-480.0,47.0,187.5,-480.0
105120,80.0,156.0,-512.0,140.0,109.0,-502.0
105130,86.0,204.5,-235.0,86.0,204.5,-235.0
105140,32.0,300.0,32.0,32.0,300.0,32.0
105150,40.0,0.0,-240.0,40.0,0.0,-240.0
105160,-435.0,412.0,-127.5,-435.0,412.0,-127.5
105170,-242.0,257.0,-128.0,-242.0,257.0,-128.0
105180,12.0,64.0,-256.0,-255.0,-512.0,-479.0
105190,24.0,-512.0,-491.0,18.0,-493.0,-490.0
105200,25.0,21.0,-436.0,25.0,21.0,-436.0
105210,25.0,21.0,-436.0,25.0,21.0,-436.0
105220,-277.5,-478.0,-425.0,-277.5,-478.0,-425.0
105230,-216.0,-512.0,-434.0,-224.0,0.0,-440.0
105240,139.0,0.0,-459.0,139.0,0.0,-459.0
105250,267.5,-256.0,-451.0,41.0,-256.0,-426.0
105260,132.0,-512.0,-512.0,132.0,-512.0,-512.0
105270,74.5,-255.5,-506.0,74.5,-255.5,-506.0
105280,13.0,511.0,-415.0,13.0,511.0,-415.0
105290,252.0,284.0,-463.5,252.0,284.0,-463.5
105300,-512.0,24.0,-223.0,-512.0,24.0,-223.0
105310,-512.0,24.0,-223.0,-430.0,245.0,40.0
105320,-211.0,186.5,20.0,-211.0,186.5,20.0
105330,-192.0,0.0,-512.0,-192.0,0.0,-512.0
105340,-192.0,0.0,-512.0,-128.0,130.0,-480.0
105350,-272.0,65.0,-432.0,-272.0,65.0,-432.0
105360,-191.0,-256.0,-441.0,-191.0,-256.0,-441.0
105370,3.0,-512.0,-512.0,3.0,-512.0,-512.0
105380,12.0,0.0,14.0,12.0,0.0,14.0
105390,192.0,182.0,11.0,192.0,182.0,11.0
105400,1.0,256.0,-328.0,1.0,256.0,-328.0
105410,164.0,36.0,-288.0,164.0,36.0,-288.0
105420,1.0,132.0,-247.0,1.0,132.0,-247.0
105430,-368.0,0.0,-312.0,-368.0,0.0,-312.0
105440,-48.0,32.0,-130.5,-48.0,32.0,-130.5
105450,-480.0,1.0,80.0,-480.0,1.0,80.0
105460,-343.0,-255.5,-211.0,-206.0,-512.0,-502.0
105470,33.0,-512.0,-479.0,33.0,-512.0,-479.0
105480,16.5,-364.0,-451.5,0.0,-216.0,-424.0
105490,49.0,-472.0,-480.0,49.0,-472.0,-480.0
105500,261.0,-512.0,-442.0,261.0,-512.0,-442.0
105510,262.0,0.0,-480.0,262.0,0.0,-480.0
105520,272.0,0.0,13.0,272.0,0.0,13.0
105530,160.0,-494.0,-352.0,160.0,-494.0,-352.0
105540,130.0,6.0,-512.0,130.0,6.0,-512.0
105550,219.0,426.0,-488.0,219.0,426.0,-488.0
105560,109.5,454.0,-367.0,0.0,482.0,-246.0
105570,137.0,24.0,-252.0,137.0,24.0,-252.0
105580,256.0,433.0,-95.0,130.0,443.5,1.5
105590,196.0,-512.0,-286.0,236.0,0.0,-266.0
105600,12.0,0.0,-330.0,6.0,-512.0,-384.0
105610,6.0,-512.0,-384.0,6.0,-512.0,-384.0
105620,25.0,137.0,-207.0,25.0,137.0,-207.0
105630,9.0,-384.0,32.0,-187.5,-448.0,16.0
105640,-190.0,-256.0,16.0,-190.0,-256.0,16.0
105650,4.0,0.0,32.0,4.0,0.0,32.0
105660,405.0,0.0,-507.0,405.0,0.0,-507.0
105670,273.0,-512.0,-503.0,288.5,-512.0,-499.0
105680,320.0,-512.0,-496.0,320.0,-512.0,-496.0
105690,258.5,38.0,-223.0,194.5,46.0,-223.0
105700,129.0,24.0,2.0,129.0,24.0,2.0
105710,149.0,-512.0,-502.0,89.0,-124.5,-439.0
105720,-162.0,306.0,-132.0,-162.0,306.0,-132.0
105730,118.0,255.5,-150.5,118.0,255.5,-150.5
105740,12.0,0.0,-429.0,0.0,0.0,-441.0
105750,-256.0,7.5,-376.5,-256.0,7.5,-376.5
105760,-512.0,15.0,-312.0,-512.0,0.0,-320.0
105770,86.5,16.0,-158.0,86.5,16.0,-158.0
105780,286.0,390.0,-222.0,286.0,390.0,-222.0
105790,85.0,130.0,14.0,85.0,130.0,14.0
105800,34.0,223.0,20.0,34.0,223.0,20.0
105810,34.0,223.0,20.0,34.0,223.0,20.0
105820,186.0,33.5,-354.5,186.0,33.5,-354.5
105830,68.0,80.0,-512.0,80.0,232.0,-512.0
105840,-22.0,4.0,-468.0,-22.0,4.0,-468.0
105850,-124.0,-224.0,-424.0,456.0,-352.0,-252.0
105860,261.0,-176.0,-240.0,261.0,-176.0,-240.0
105870,161.0,-256.0,-206.0,256.0,-252.0,-216.0
105880,0.0,110.0,-190.0,0.0,110.0,-190.0
105890,25.0,59.0,-186.0,25.0,59.0,-186.0
105900,-332.0,-256.0,-411.0,-190.0,0.0,-415.0
105910,37.0,-414.0,-448.0,37.0,-414.0,-448.0
105920,-235.5,-454.0,-480.0,-508.0,-494.0,-512.0
105930,3.0,6.0,-364.0,3.0,6.0,-364.0
105940,-315.0,-512.0,-368.0,-315.0,-512.0,-368.0
105950,64.0,0.0,-479.0,64.0,0.0,-479.0
105960,32.0,0.0,-221.5,32.0,0.0,-221.5
105970,29.0,0.0,4.0,29.0,0.0,4.0
105980,114.5,-256.0,-218.0,106.0,-512.0,-412.0
106000,76.0,0.0,-335.0,16.0,4.0,-368.0
106010,80.0,-371.5,-366.0,112.0,-295.0,-366.0
106020,0.0,0.0,-380.0,0.0,0.0,-380.0
106030,128.0,511.0,-256.0,128.0,511.0,-256.0
106040,220.0,511.0,64.0,220.0,511.0,64.0
106050,0.0,115.0,-208.0,0.0,115.0,-208.0
106060,10.0,115.0,-512.0,10.0,115.0,-512.0
106070,129.0,92.0,-480.0,129.0,92.0,-480.0
106080,-512.0,-368.0,-383.5,-285.5,-80.0,-343.5
106090,-59.0,96.0,-175.0,-59.0,96.0,-175.0
106100,32.0,-256.0,-216.0,48.0,60.0,-188.0
106110,64.0,203.0,-155.0,64.0,203.0,-155.0
106120,50.0,66.0,-126.0,50.0,66.0,-126.0
106130,89.0,5.0,-512.0,57.5,2.5,-508.0
106140,10.0,-512.0,-478.0,10.0,-512.0,-478.0
106150,73.5,-255.5,-380.0,83.5,-255.5,-374.0
106160,142.0,-512.0,-366.0,142.0,-512.0,-366.0
106170,21.5,-256.0,-176.5,13.0,-202.0,-177.5
106180,4.0,108.0,28.0,4.0,108.0,28.0
106190,364.0,168.0,93.0,364.0,168.0,93.0
106200,264.0,81.0,-252.0,264.0,81.0,-252.0
106210,16.0,260.0,-92.0,16.0,260.0,-92.0
106220,0.0,483.0,8.0,2.0,501.0,-248.0
106230,398.5,325.0,-119.5,301.5,349.0,-115.0
106240,212.0,378.0,26.0,33.0,106.0,-248.0
106250,289.0,1.0,-368.0,289.0,1.0,-368.0
106260,258.0,144.0,-509.0,256.0,-512.0,-436.0
106270,192.0,-246.5,-377.0,192.0,-246.5,-377.0
106280,128.0,19.0,-318.0,128.0,19.0,-318.0
106290,-296.0,-256.0,-214.0,-296.0,-256.0,-214.0
106300,-512.0,0.0,40.0,0.0,0.0,-492.0
106310,82.5,86.0,-444.0,82.5,86.0,-444.0
106320,242.0,278.0,-491.0,160.0,276.0,-383.0
106330,1.0,356.0,-218.0,0.0,356.0,-253.0
106340,0.0,212.0,-362.5,0.0,212.0,-362.5
106350,128.0,285.0,24.0,128.0,285.0,24.0
106360,128.5,261.0,-512.0,128.5,261.0,-512.0
106370,128.0,261.0,-512.0,-512.0,0.0,-512.0
106380,-256.0,-140.5,-486.0,-256.0,-140.5,-486.0
106390,0.0,231.0,-460.0,48.0,-377.0,-236.0
106400,24.0,-512.0,-428.0,-510.0,-512.0,-423.0
106410,-510.5,-256.0,-180.0,-510.5,0.0,68.0
106420,0.0,0.0,-480.0,144.0,8.0,-472.0
106430,72.5,4.0,-400.0,72.5,4.0,-400.0
106440,272.0,172.0,-223.0,272.0,172.0,-223.0
106450,260.0,139.0,-249.0,76.0,139.0,-188.0
106460,252.5,263.0,-77.0,252.5,263.0,-77.0
106470,8.0,324.0,128.0,8.0,324.0,128.0
106480,76.0,172.0,-101.0,76.0,172.0,-101.0
106490,128.0,0.0,-222.0,128.0,0.0,-222.0
106500,64.0,-255.5,-335.0,130.0,-254.5,-480.0
106510,60.0,256.0,-512.0,60.0,256.0,-512.0
106520,-256.0,-512.0,0.0,-512.0,-512.0,-126.0
106530,-512.0,-416.0,-383.0,-512.0,-416.0,-383.0
106540,-48.0,32.0,-380.0,-64.0,0.0,-384.0
106550,-255.0,21.0,-254.0,-255.0,21.0,-254.0
106560,-447.0,109.0,-248.0,-447.0,109.0,-248.0
106570,-358.5,16.5,-444.0,-366.0,0.0,-384.0
106580,0.0,0.0,-484.0,0.0,0.0,-484.0
106590,2.0,0.0,-366.0,2.0,0.0,-366.0
106600,354.0,-308.0,-352.0,354.0,-308.0,-352.0
106610,117.5,82.0,-119.5,117.5,82.0,-119.5
106620,126.0,511.0,4.0,126.0,511.0,4.0
106630,33.0,385.5,-406.5,33.0,385.5,-406.5
106640,8.0,265.0,-512.0,8.0,265.0,-512.0
106650,1.0,32.5,54.0,1.0,61.5,62.5
106660,0.0,58.0,49.0,0.0,58.0,49.0
106670,5.0,145.0,-58.0,5.0,145.0,-58.0
106680,34.0,5.0,5.0,34.0,5.0,5.0
106690,26.0,-512.0,-255.0,28.0,-256.0,-383.5
106700,75.0,0.0,-344.0,75.0,0.0,-344.0
106710,323.0,0.0,-382.0,323.0,0.0,-382.0
106720,186.0,-11.0,-439.0,186.0,-11.0,-439.0
106730,116.0,490.0,-366.0,116.0,490.0,-366.0
106740,89.0,422.0,-352.0,85.0,432.5,-345.5
106750,0.0,0.0,-359.0,0.0,0.0,-359.0
106760,-512.0,0.0,-486.0,-512.0,0.0,-486.0
106770,-110.0,413.0,-490.0,-45.5,373.5,-490.5
106780,-95.0,432.0,-478.0,-189.0,176.0,-390.0
106790,256.0,189.0,-383.0,256.0,189.0,-383.0
106800,486.0,453.0,-191.0,486.0,453.0,-191.0
106810,260.0,92.0,77.0,260.0,92.0,77.0
106820,-256.0,97.5,-115.5,-256.0,97.5,-115.5
106830,-175.0,128.0,-376.0,-189.0,-504.0,-487.0
106840,0.0,10.0,-504.0,0.0,10.0,-504.0
106850,42.0,-238.0,-502.0,42.0,-238.0,-502.0
106860,36.0,-512.0,-504.0,96.0,0.0,-384.0
106870,-153.0,12.0,-439.0,-153.0,12.0,-439.0
106880,0.0,-512.0,-358.0,0.0,-512.0,-358.0
106890,65.5,255.5,-336.5,195.0,480.5,-375.0
106900,-288.0,212.0,34.0,-288.0,212.0,34.0
106910,-32.0,208.0,-254.0,-32.0,208.0,-254.0
106920,-111.0,161.0,-284.0,-111.0,161.0,-284.0
106930,0.0,0.0,-511.0,0.0,0.0,-511.0
106940,-128.0,-224.0,-479.5,-128.0,-224.0,-479.5
106950,-384.0,-448.0,-376.0,69.0,-512.0,-503.0
106960,200.5,66.0,-491.0,200.5,66.0,-491.0
106970,274.0,-512.0,-512.0,1.0,0.0,-376.0
106980,-157.5,17.5,-139.0,-92.0,18.0,73.0
106990,372.0,402.0,-184.0,372.0,402.0,-184.0
107000,2.0,80.0,5.0,2.0,80.0,5.0
107010,97.0,136.0,10.0,97.0,136.0,10.0
107020,44.0,238.5,5.0,44.0,238.5,5.0
107040,-216.0,-512.0,-365.0,-216.0,-512.0,-365.0
107050,8.0,-159.0,-284.0,8.0,-159.0,-284.0
107060,0.0,0.0,-512.0,0.0,0.0,-512.0
107070,0.0,0.0,-512.0,0.0,0.0,-512.0
107080,-512.0,-512.0,0.0,-512.0,-512.0,0.0
107090,-467.0,113.0,-225.5,-355.5,9.0,-458.0
107100,66.0,0.0,-508.0,66.0,0.0,-508.0
107110,-224.0,-202.0,-349.0,-224.0,-202.0,-349.0
107120,2.0,-477.0,-479.0,2.0,-477.0,-511.5
107130,0.0,-512.0,-510.0,0.0,-512.0,-510.0
107140,120.0,0.0,-439.5,120.0,0.0,-439.5
107150,20.0,463.0,6.0,20.0,463.0,6.0
107160,47.0,499.5,69.5,48.0,499.5,16.5
107170,8.5,354.0,-183.0,8.5,354.0,-183.0
107180,338.0,296.0,-408.0,176.0,0.0,-476.0
107190,89.0,130.0,-486.0,73.0,130.0,-493.5
107200,32.0,70.0,-413.0,32.0,70.0,-413.0
107210,362.0,-510.0,-248.0,362.0,-510.0,-248.0
107220,65.0,-512.0,-472.0,65.0,-512.0,-472.0
107230,-213.5,-256.0,-200.0,-256.0,-256.0,-236.0
107240,-240.0,0.0,0.0,-240.0,0.0,0.0
107250,36.0,-256.0,-479.5,36.0,-256.0,-479.5
107260,35.0,69.0,-504.0,35.0,69.0,-504.0
107270,163.0,278.0,-378.0,163.0,278.0,-378.0
107280,25.0,73.0,-233.5,25.0,73.0,-233.5
107290,137.0,511.0,72.0,137.0,511.0,72.0
107300,129.0,511.0,0.0,129.0,511.0,0.0
107310,34.5,184.5,-486.0,15.0,-137.5,-230.5
107320,0.0,-192.0,18.0,0.0,-192.0,18.0
107330,128.0,140.0,-154.5,128.0,140.0,-154.5
107340,44.0,72.0,-109.0,44.0,72.0,-109.0
107350,12.0,488.0,-249.0,64.0,-320.0,-505.0
107360,0.0,38.0,-348.5,0.0,38.0,-348.5
107370,0.0,292.0,-125.0,0.0,292.0,-125.0
107380,-36.0,224.5,-210.5,-237.0,320.5,-176.0
107390,0.0,156.0,-143.0,0.0,156.0,-143.0
107400,-479.0,-488.0,-480.0,-479.0,-488.0,-480.0
107410,-234.0,-512.0,64.0,-234.0,-512.0,64.0
107420,-199.0,-512.0,6.5,-199.0,-512.0,6.5
107430,292.0,94.0,13.0,292.0,94.0,13.0
107440,32.0,-120.5,-190.0,32.5,-508.5,-318.0
107450,0.0,-512.0,-301.0,393.0,-512.0,-301.0
107460,128.0,0.0,-379.0,128.0,0.0,-379.0
107470,5.0,-512.0,-368.0,5.0,-512.0,-368.0
107480,-512.0,0.0,-360.0,-512.0,0.0,-360.0
107490,-494.0,-512.0,-375.5,-494.0,-512.0,-375.5
107500,-477.0,-512.0,-510.0,-477.0,-512.0,-510.0
107510,-512.0,-512.0,-238.0,-512.0,-512.0,-238.0
107520,20.5,-512.0,17.0,20.5,-512.0,17.0
107530,260.0,0.0,-432.0,260.0,0.0,-432.0
107540,34.0,-512.0,-496.0,2.5,-512.0,-479.0
107550,393.0,-512.0,-432.0,393.0,-512.0,-432.0
107560,49.5,-512.0,-415.0,49.5,-512.0,-415.0
107570,44.0,-512.0,-447.0,44.0,-512.0,-432.0
107580,-55.0,0.0,-441.5,-55.0,0.0,-441.5
107590,54.0,-512.0,-511.0,54.0,-512.0,-511.0
107600,36.0,-512.0,-512.0,36.0,-512.0,-512.0
107610,0.0,-502.0,-512.0,32.0,-440.0,-504.0
107620,65.0,172.0,-321.5,68.5,170.0,-298.0
107630,296.0,480.0,-508.0,296.0,480.0,-508.0
107640,9.0,407.0,-480.0,9.0,407.0,-480.0
107650,18.0,430.0,-448.0,18.0,430.0,-448.0
107660,86.5,326.0,-414.0,54.5,261.5,-437.0
107670,102.0,16.0,-256.0,102.0,16.0,-256.0
107680,243.0,66.5,-376.0,6.0,64.5,-383.0
107690,0.0,-120.0,-512.0,0.0,16.0,64.0
107700,193.0,0.0,4.0,193.0,0.0,4.0
107710,160.5,-256.0,-124.0,160.5,-256.0,-124.0
107720,20.0,0.0,4.0,20.0,0.0,4.0
107730,-45.0,-256.0,-479.5,-45.0,-256.0,-479.5
107740,144.0,124.0,-318.0,144.0,124.0,-318.0
107750,133.0,317.5,-250.5,133.0,317.5,-250.5
107760,102.0,254.0,-240.0,323.0,254.0,-352.0
107770,266.0,0.0,-348.0,266.0,0.0,-348.0
107780,-361.0,-512.0,-173.5,-348.0,-352.0,-175.0
107790,-252.0,-256.0,-216.0,-239.0,-256.0,-221.5
107800,-382.0,0.0,-476.0,-382.0,0.0,-476.0
107810,0.0,0.0,-512.0,0.0,0.0,-512.0
107820,0.0,21.0,-319.0,0.0,21.0,-319.0
107830,-512.0,29.0,201.0,-358.0,0.0,224.0
107840,40.5,278.5,65.5,40.5,278.5,65.5
107850,12.0,-46.0,-156.0,12.0,-46.0,-156.0
107860,-298.0,-512.0,-496.0,-298.0,-512.0,-496.0
107870,8.0,-512.0,-472.0,65.0,232.0,-280.0
107880,142.0,138.5,-448.0,245.0,118.0,-384.0
107890,37.0,138.0,-239.5,-352.0,146.0,-165.0
107900,0.0,432.0,96.0,0.0,432.0,96.0
107910,20.0,-130.5,-213.0,20.0,-130.5,-213.0
107920,189.0,-256.0,-444.0,189.0,-256.0,-444.0
107930,0.0,-512.0,-508.0,0.0,-512.0,-508.0
107940,146.0,-512.0,-475.5,146.0,-512.0,-475.5
107950,320.0,310.0,-240.0,320.0,310.0,-240.0
107960,170.0,109.0,-492.0,170.0,109.0,-492.0
107970,-0.5,-0.5,-210.0,-75.5,-29.0,18.0
107980,0.0,-512.0,-256.0,0.0,-512.0,-256.0
107990,-237.0,-512.0,-315.0,-474.0,-512.0,-374.0
108000,125.0,18.0,-495.5,125.0,-238.0,-328.5
108010,138.0,-512.0,-254.0,128.0,-512.0,-254.0
108020,308.0,-512.0,-377.0,-512.0,-486.0,-372.0
108030,-512.0,-512.0,-288.0,-512.0,-512.0,-288.0
108040,157.0,0.0,192.0,157.0,0.0,192.0
108050,2.0,0.0,44.5,2.0,0.0,44.5
108060,216.0,-512.0,-459.0,216.0,-512.0,-459.0
108070,73.0,-512.0,-512.0,73.0,-512.0,-512.0
108080,154.0,0.0,-512.0,154.0,0.0,-512.0
108090,508.0,63.0,-493.0,284.0,63.0,-461.0
108100,17.0,49.5,-223.0,17.0,49.5,-223.0
108110,98.0,0.0,-240.0,98.0,0.0,-240.0
108120,32.0,152.0,-480.0,32.0,152.0,-480.0
108130,-510.0,413.5,-189.0,-510.0,413.5,-189.0
108140,-488.0,-57.0,-382.0,-488.0,-57.0,-382.0
108150,-512.0,-480.0,-474.0,-372.0,-512.0,-476.0
108160,-380.0,-512.0,-472.0,-380.0,-512.0,-472.0
108170,-398.0,0.0,-364.0,-480.0,17.5,-384.0
108180,-454.0,72.0,-344.0,-454.0,72.0,-344.0
108190,157.0,90.0,-348.0,157.0,90.0,-348.0
108200,-27.5,0.0,-237.0,-27.5,0.0,-237.0
108220,0.0,0.0,-415.0,0.0,0.0,-415.0
108230,56.5,-512.0,-510.0,56.5,-512.0,-510.0
108240,-361.5,-512.0,-506.0,-237.5,-512.0,-494.0
108250,4.0,-440.0,-499.0,4.0,-440.0,-499.0
108260,82.0,-136.0,-407.0,80.0,113.0,-376.0
108270,296.0,110.0,-512.0,296.0,110.0,-512.0
108280,152.0,110.0,-504.0,4.0,310.5,-366.0
108290,22.0,511.0,-253.0,22.0,511.0,-253.0
108300,-446.0,0.0,-408.0,-446.0,0.0,-408.0
108310,2.0,0.0,-406.0,2.0,10.0,-512.0
108320,18.0,132.5,-512.0,18.0,132.5,-512.0
108330,0.0,409.0,-427.0,0.0,409.0,-427.0
108340,-348.0,260.5,-368.0,-348.0,260.5,-368.0
108350,32.0,-203.0,3.0,32.0,-203.0,3.0
108360,-296.0,84.0,-328.0,-296.0,84.0,-328.0
108370,20.0,420.0,-250.0,20.0,420.0,-250.0
108380,44.5,60.0,-248.0,44.5,60.0,-248.0
108390,122.0,87.0,-493.0,122.0,87.0,-493.0
108400,72.0,16.0,-511.0,72.5,16.0,-511.0
108410,-312.0,18.0,-432.0,-312.0,18.0,-432.0
108420,11.0,58.0,-498.0,11.0,58.0,-498.0
108430,-433.0,0.0,-512.0,-438.0,0.0,-464.0
108440,32.0,0.0,-416.0,32.0,0.0,-416.0
108450,-512.0,0.0,1.0,-512.0,0.0,1.0
108460,220.0,0.0,-512.0,220.0,0.0,-512.0
108470,387.0,0.0,-504.0,387.0,0.0,-504.0
108480,-182.0,-512.0,-496.0,-182.0,-512.0,-496.0
108490,-235.0,0.0,-512.0,-107.0,0.0,-512.0
108500,70.0,0.0,-512.0,98.0,0.0,-512.0
108510,42.0,0.0,-512.0,42.0,0.0,-512.0
108520,435.5,0.0,-512.0,435.5,0.0,-512.0
108530,24.0,-512.0,0.0,64.0,-512.0,0.0
108540,481.0,0.0,-512.0,481.0,0.0,-512.0
108550,161.5,-512.0,6.0,161.5,-512.0,6.0
108560,154.0,-512.0,-499.0,155.5,-512.0,-500.0
108570,96.0,-380.0,-368.0,96.0,-380.0,-368.0
108580,96.0,157.0,-498.0,96.0,157.0,-498.0
108590,275.0,-252.0,-506.0,197.0,-126.0,-378.5
108600,119.0,0.0,-256.0,119.0,0.0,-256.0
108610,84.0,81.0,-441.5,74.0,271.5,-190.0
108620,32.0,471.0,0.0,2.0,511.0,0.0
108630,16.0,511.0,16.0,52.0,329.0,-176.0
108640,52.0,329.0,-176.0,432.0,329.0,-176.0
108650,208.5,0.0,-348.5,208.5,0.0,-348.5
108660,261.0,0.0,-506.0,261.0,0.0,-506.0
108670,-191.0,0.0,-315.0,-191.0,0.0,-315.0
108680,-94.0,0.0,-250.0,-94.0,0.0,-250.0
108690,148.0,3.5,-202.5,148.0,3.5,-202.5
108700,164.0,0.0,-127.0,16.0,381.0,-127.0
108710,16.0,381.0,-127.0,16.0,261.0,-192.0
108720,5.5,448.0,58.0,5.5,448.0,58.0
108730,1.0,511.0,164.0,49.0,483.0,130.0
108740,104.5,373.5,-29.5,96.0,373.5,-93.5
108750,0.0,0.0,-383.0,0.0,0.0,-383.0
108760,32.0,0.0,-509.0,32.0,0.0,-509.0
108770,-95.0,78.5,-405.5,-95.0,78.5,-405.5
108780,-47.0,276.5,-321.0,-160.0,276.5,-360.0
108790,-286.0,70.0,-192.0,-286.0,70.0,-192.0
108800,-78.5,104.5,-223.0,-94.5,104.5,-243.0
108810,-480.0,469.0,-320.0,-480.0,469.0,-320.0
108820,-238.0,511.0,-252.0,-238.0,511.0,-252.0
108830,56.0,420.0,-448.0,56.0,420.0,-448.0
108840,27.0,198.0,-512.0,27.0,198.0,-512.0
108850,-214.5,157.5,-507.0,-214.5,157.5,-507.0
108860,-448.0,117.0,-512.0,-447.0,391.0,-512.0
108870,-203.5,212.5,-352.0,-156.0,212.5,-347.0
108880,-144.0,56.0,-254.0,-144.0,56.0,-254.0
108890,-70.0,244.0,-173.0,-124.0,240.0,-174.0
108900,-256.0,418.0,80.0,-256.0,418.0,80.0
108910,18.5,176.0,-128.0,18.5,176.0,-128.0
108920,8.0,0.0,0.0,8.0,0.0,0.0
108930,-62.0,80.0,-440.0,-62.0,80.0,-440.0
108940,128.0,101.0,-335.0,128.0,101.0,-335.0
108950,-128.0,-111.5,-340.0,-256.0,-256.0,-256.0
108960,-384.0,258.0,-251.0,-384.0,258.0,-251.0
108970,-372.0,0.0,-426.0,-375.5,0.0,-463.5
108980,150.0,-512.0,-372.0,150.0,-512.0,-372.0
108990,147.0,-432.0,-488.0,147.0,-432.0,-488.0
109000,193.0,474.0,-504.0,193.0,474.0,-504.0
109010,-188.0,398.5,-379.5,-188.0,398.5,-379.5
109030,-192.0,151.5,-124.0,122.5,1.0,-379.5
109040,165.0,2.0,-319.0,165.0,2.0,-319.0
109050,93.5,-158.0,-292.0,93.5,-158.0,-292.0
109060,1.0,-376.0,-279.0,1.0,-376.0,-279.0
109070,132.0,-256.0,-210.5,132.0,-256.0,-210.5
109080,256.0,-512.0,-431.0,8.0,0.0,-496.0
109090,160.0,274.0,-221.5,77.0,244.5,-221.5
109100,16.0,217.0,-203.0,16.0,217.0,-203.0
109110,-444.0,-56.0,32.0,-190.0,-40.0,8.0
109120,128.0,96.0,0.0,128.0,96.0,0.0
109130,16.0,82.0,-491.5,16.0,82.0,-491.5
109140,0.0,164.0,-471.0,-256.0,0.0,-499.0
109150,-512.0,0.0,-499.0,-512.0,0.0,-499.0
109160,-315.5,265.5,-223.0,-315.5,265.5,-223.0
109170,74.5,238.0,-124.0,12.5,109.0,-120.0
109180,269.0,13.0,-248.0,269.0,13.0,-248.0
109190,216.5,-59.0,-157.5,216.5,-59.0,-157.5
109200,32.0,6.0,-48.0,0.0,13.0,32.0
109210,1.5,6.5,24.0,1.5,6.5,24.0
109220,3.0,0.0,16.0,2.0,4.0,0.0
109230,160.0,-511.0,-512.0,144.0,-512.0,-512.0
109240,130.0,-512.0,-369.0,129.0,-255.0,-512.0
109250,67.5,65.5,-256.0,67.5,65.5,-256.0
109260,132.0,131.0,-256.0,145.0,511.0,16.0
109270,120.5,511.0,-119.0,120.5,511.0,-119.0
109280,231.0,461.0,-248.0,-316.0,-503.0,-376.0
109290,-158.0,-250.0,-414.0,-158.0,-250.0,-414.0
109300,-416.0,4.0,-244.0,-416.0,4.0,-244.0
109310,-336.0,-254.0,-374.0,-336.0,-254.0,-374.0
109320,-124.0,-256.0,-188.0,12.5,-256.0,-184.0
109330,184.0,20.0,-88.0,176.0,4.0,-304.0
109340,52.0,0.0,-480.0,52.0,0.0,-480.0
109350,16.0,0.0,-480.0,16.0,0.0,-480.0
109360,37.0,249.0,-179.0,37.0,249.0,-179.0
109370,5.0,158.0,-35.0,16.0,-98.0,5.0
109380,65.0,-173.0,-125.0,65.0,-173.0,-125.0
109390,152.0,-62.0,-253.0,4.0,-512.0,-511.0
109400,-126.0,-251.5,-509.0,-126.0,-251.5,-509.0
109410,200.0,0.0,-512.0,200.0,0.0,-512.0
109420,320.0,251.0,-248.0,64.0,178.0,-247.0
109430,0.0,511.0,5.0,0.0,511.0,5.0
109440,24.0,328.0,-380.0,24.0,328.0,-380.0
109450,146.0,196.0,-292.0,146.0,196.0,-292.0
109460,141.0,-240.0,12.0,141.0,-240.0,12.0
109470,20.0,-426.0,-96.0,12.0,-420.0,-220.0
109480,-351.0,0.0,26.0,-351.0,0.0,26.0
109490,272.0,-512.0,-512.0,272.0,-512.0,-512.0
109500,272.0,-94.0,-360.0,272.0,-94.0,-360.0
109510,65.0,440.0,-247.0,65.0,440.0,-247.0
109520,132.0,511.0,-128.0,132.0,511.0,-128.0
109530,86.0,240.5,-246.0,-73.5,231.5,-343.5
109540,-243.0,8.0,-432.0,-243.0,8.0,-432.0
109550,34.0,-365.0,-471.0,-174.0,-429.0,-487.5
109560,-56.0,263.0,-436.0,-56.0,263.0,-436.0
109570,0.0,-512.0,-502.0,0.0,-512.0,-502.0
